90 Kota Inflasi (2018=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 03 Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTA GUNUNGSITOLI,101.01,101.06,101.06,101.24,101.31,101.39,101.39,101.62,101.62,101.64,101.89,101.91,-,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,104.3,104.3,-,104.77,105.02,105.02,105.89,106.25,106.62,106.62,107.77,107.77,107.87,107.87,107.96,-,100,100,100,100,100,100,100,100,100,100,100,100,-,99.02,99.02,99.02,99.02,99.02,99.02,99.02,99.02,99.02,99.02,99.02,99.02,-
KOTA PADANG,100.71,100.91,100.96,100.96,101.01,101.24,101.65,101.71,101.71,101.84,102.06,102.44,-,101.27,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.87,101.91,-,102.24,102.56,102.83,102.83,103.09,103.56,103.56,103.87,103.87,104.5,105.11,105.96,-,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,-,99.66,99.66,99.66,99.66,99.66,99.98,100.98,100.98,100.98,100.98,101.21,101.72,-
KOTA BUKITTINGGI,101.93,101.95,102,102.01,102.01,102.04,102.04,102.04,102.71,102.75,102.77,102.72,-,103.07,103.07,103.07,103.07,103.07,103.07,103.07,103.07,103.58,103.58,103.58,103.58,-,104.07,104.36,105.37,105.46,105.51,106.05,106.09,106.09,110.69,111.08,111.43,111.82,-,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,-,98.86,98.86,98.86,98.86,98.86,98.86,98.86,98.86,99.23,99.32,99.32,99.03,-
TEMBILAHAN,102.92,104.14,103.77,103.67,103.62,104.22,104.48,104.54,106,106.2,106.32,106.73,-,106.14,108.25,108.25,108.25,108.25,108.73,108.73,108.73,108.73,108.73,108.73,108.73,-,104,105.7,106.32,106.53,106.88,108.46,109.33,109.61,109.94,111.05,111.51,112.68,-,100,100,100,100,100,100,100,100,158.85,158.85,158.85,158.85,-,98.48,98.32,96.65,96.16,95.73,95.67,95.75,95.7,95.71,95.38,95.38,95.62,-
KOTA PEKANBARU,100.3,100.39,100.44,100.44,100.39,100.72,101.28,101.36,101.7,101.93,102.12,102.66,-,100.45,100.45,100.45,100.45,100.45,100.73,101.61,101.73,102.14,102.14,102.15,102.83,-,103.45,104.1,104.51,104.51,104.11,105.47,105.93,105.98,106.8,108.04,108.83,109.4,-,100,100,100,100,100,100,100,100,100,100,100,100,-,98.59,98.59,98.59,98.59,98.59,98.59,98.59,98.59,98.59,98.88,99.17,99.43,-
KOTA DUMAI,99.93,99.94,99.94,99.94,99.94,99.94,99.95,99.97,99.99,100,100.12,100.2,-,100.23,100.23,100.23,100.23,100.23,100.23,100.25,100.25,100.25,100.25,100.25,100.25,-,102.41,102.48,102.48,102.48,102.48,102.48,102.51,102.59,102.71,102.8,103.48,103.98,-,100,100,100,100,100,100,100,100,100,100,100,100,-,98.21,98.21,98.21,98.21,98.21,98.21,98.21,98.21,98.21,98.21,98.21,98.21,-
BUNGO,101.28,101.55,101.41,101.44,101.71,101.78,102.01,102.1,102.27,102.49,102.62,103.31,-,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,102.31,-,101.82,103.22,102.5,102.54,103.29,103.23,104,104.45,105.33,106.51,107.18,106.9,-,100,100,100,100,100,100,100,100,100,100,100,100,-,101.96,101.96,101.96,102.02,102.34,102.58,102.79,102.79,102.79,102.79,102.79,103.01,-
KOTA JAMBI,104.7,104.83,104.83,104.83,104.96,105.11,105.31,105.34,105.45,105.76,106.16,106.56,-,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.98,100.98,100.98,101.41,-,105.33,105.85,105.82,105.83,106.34,106.9,107.67,107.8,107.8,108.99,110.51,111.14,-,126.48,126.48,126.48,126.48,126.48,126.48,126.48,126.48,126.48,126.48,126.48,126.48,-,101.31,101.31,101.31,101.31,101.31,101.31,101.32,101.32,101.32,101.32,101.32,101.63,-
KOTA PALEMBANG,102.95,103.35,103.85,103.9,103.97,104.08,104.02,104.04,104.4,104.57,104.71,104.78,-,104.27,105.18,106.1,106.1,106.1,106.22,106.22,106.22,106.71,106.71,106.71,106.73,-,102.95,102.85,103.35,103.57,103.92,104.2,104.38,104.77,105.42,105.42,105.78,106.15,-,100,100,100,100,100,100,100,100,100,100,100,100,-,102.12,102.2,102.2,102.2,102.2,102.2,101.81,101.56,101.61,102.36,102.66,102.57,-
KOTA LUBUKLINGGAU,101.37,101.25,101.33,101.63,101.84,101.83,101.93,102.2,102.74,103.71,103.59,103.58,-,102.15,102.15,102.15,102.15,102.15,102.15,102.15,102.84,102.84,102.84,102.84,102.84,-,102.68,102.43,102.67,103.1,103.26,103.59,103.92,104.28,104.24,104.9,105.45,106.1,-,100,100,100,100,100,100,100,100,100,100,100,100,-,99.99,99.88,99.88,100.31,100.74,100.42,100.4,100.37,101.88,103.95,103.11,102.52,-
KOTA BENGKULU,103.2,103.41,103.61,103.83,103.74,104.03,104.11,104.58,105.13,104.98,104.89,105.18,-,100.58,100.58,100.58,100.58,100.58,100.59,100.59,100.81,100.81,100.81,100.81,100.81,-,106.32,106.97,107.61,108.16,107.87,108.79,109.03,110.39,111.87,113.06,114.36,115.3,-,100.93,100.93,100.93,101.49,101.49,101.49,101.49,101.49,102.29,102.29,102.29,102.29,-,103.01,103.01,103.01,103.01,103.01,103.01,103.01,103.01,103.01,101.44,99.94,99.94,-
KOTA BANDAR LAMPUNG,100.66,100.67,100.9,100.82,100.82,101.14,101.29,101.29,101.34,101.53,101.74,102.17,-,100.4,100.4,100.4,100.4,100.4,100.83,101.1,101.1,101.1,101.1,101.48,101.91,-,102.95,103.03,104.44,103.94,103.94,104.53,104.53,104.53,104.82,106,106.06,107.22,-,100,100,100,100,100,100,100,100,100,100,100,100,-,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.85,-
KOTA METRO,101.15,100.91,101.17,101.27,101.41,101.62,101.99,101.78,101.79,102.44,102.7,103.17,-,101.34,101.34,101.34,101.34,101.34,101.34,101.34,101.34,101.34,101.34,101.34,101.34,-,101.27,101.59,102.28,102.55,102.93,103.23,104.12,104.28,104.23,105.72,106.24,107.49,-,100,100,100,100,100,100,100,100,100,100,100,100,-,101.06,100.3,100.3,100.3,100.3,100.48,100.55,99.98,100.05,100.22,100.34,100.34,-
TANJUNG PANDAN,104.12,104.65,104.82,105.06,103.6,102.98,102.98,103.31,103.35,103.36,103.71,104.6,-,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.15,105.15,-,106.56,106.72,106.79,106.79,106.79,107.48,107.99,108.75,108.82,108.91,109.75,109.75,-,100,100,100,100,100,100,100,100,100,100,100,100,-,102.64,103.69,104.02,104.52,101.48,99.97,99.79,100.23,100.29,100.29,100.72,102.58,-
KOTA PANGKAL PINANG,100.89,100.96,100.94,100.98,101.15,101.26,101.42,101.44,101.46,101.88,102.3,102.5,-,100.28,100.28,100.28,100.28,100.28,100.44,100.44,100.44,100.44,100.44,100.44,100.44,-,104.63,105.02,104.95,105.16,106.18,106.4,107.38,107.47,107.64,107.85,109.57,109.57,-,100,100,100,100,100,100,100,100,100,100,100,100,-,99.96,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,100.98,101.34,101.89,-
KOTA BATAM,100.56,100.56,100.56,100.62,100.62,100.71,100.86,100.88,100.89,100.95,100.98,100.99,-,100.57,100.57,100.57,100.57,100.57,100.79,101.12,101.12,101.12,101.22,101.22,101.22,-,100.37,100.37,100.37,100.73,100.73,100.73,100.89,100.97,101.08,101.19,101.38,101.42,-,100,100,100,100,100,100,100,100,100,100,100,100,-,100.92,100.92,100.92,100.92,100.92,100.92,100.92,100.92,100.92,100.92,100.92,100.92,-
KOTA TANJUNG PINANG,100.45,100.46,100.48,100.59,100.59,100.59,100.59,100.62,100.62,100.76,100.76,100.96,-,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,-,105.23,105.27,105.41,106.12,106.12,106.16,106.16,106.36,106.36,107.23,107.23,108.51,-,100.82,100.82,100.82,100.82,100.82,100.82,100.82,100.82,100.82,100.82,100.82,100.82,-,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,-
DKI JAKARTA,103.21,103.2,103.2,103.26,103.23,103.22,103.22,103.19,103.19,103.19,103.45,103.46,-,105.72,105.72,105.72,105.72,105.72,105.72,105.72,105.72,105.72,105.72,106.17,106.17,-,100.09,100.09,100.09,100.09,100.09,99.98,100,100,100.03,100.03,100.03,100.03,-,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,-,100.35,100.33,100.33,100.58,100.45,100.43,100.43,100.31,100.31,100.31,100.37,100.41,-
KOTA BOGOR,101.98,102.01,102.02,102.02,102.02,102.07,102.2,102.27,102.28,102.35,102.41,102.43,-,103.11,103.11,103.11,103.11,103.11,103.11,103.22,103.35,103.35,103.49,103.49,103.49,-,102.51,102.76,102.92,102.9,102.93,103.45,104.12,104.12,104.18,104.18,104.7,104.91,-,100,100,100,100,100,100,100,100,100,100,100,100,-,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,-
KOTA SUKABUMI,104.48,104.48,104.48,104.55,104.71,104.71,104.71,104.71,104.73,105.17,105.22,105.22,-,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,-,108.34,108.34,108.34,108.65,109.32,109.32,109.31,109.3,109.37,111.02,111.86,111.86,-,100,100,100,100,100,100,100,100,100,100,100,100,-,102.61,102.61,102.61,102.57,102.57,102.57,102.57,102.57,102.57,102.67,102.12,102.12,-
KOTA BANDUNG,103.86,103.86,104.2,104.2,104.2,104.22,104.22,104.23,104.51,104.52,104.58,104.59,-,102.67,102.67,103.44,103.44,103.44,103.48,103.48,103.48,104.1,104.1,104.15,104.15,-,106.83,106.83,106.83,106.83,106.86,106.86,106.86,106.9,106.95,106.98,107.18,107.22,-,114.79,114.79,114.79,114.79,114.79,114.79,114.79,114.79,114.79,114.79,114.79,114.79,-,98.91,98.91,98.91,98.91,98.91,98.91,98.91,98.91,98.91,98.91,98.91,98.91,-
KOTA CIREBON,100.66,100.71,100.71,100.72,100.75,101.04,101.02,101.21,101.21,101.22,101.24,101.25,-,100,100,100,100,100,100.63,100.63,100.63,100.63,100.63,100.63,100.63,-,104.93,105.3,105.28,105.35,105.55,105.74,105.61,106.92,106.92,107.04,107.17,107.25,-,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,-,99.58,99.58,99.58,99.58,99.58,99.58,99.58,99.58,99.58,99.58,99.58,99.58,-
KOTA BEKASI,103.77,103.77,103.75,103.75,103.78,103.74,103.74,103.74,103.72,103.72,103.72,103.94,-,101.73,101.73,101.73,101.73,101.73,101.73,101.73,101.73,101.73,101.73,101.73,101.73,-,111.38,111.38,111.29,111.29,111.41,111.19,111.19,111.19,111.12,111.12,111.12,112.06,-,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.31,-,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,-
KOTA DEPOK,102.25,102.26,102.27,102.42,102.5,102.53,102.67,102.68,102.82,102.86,102.91,102.98,-,104.01,104.01,104.01,104.01,104.01,104.01,104.01,104.01,104.17,104.17,104.17,104.17,-,102.27,102.36,102.51,103.84,104.59,104.79,106.09,106.17,106.74,107.06,107.51,108.18,-,100,100,100,100,100,100,100,100,100,100,100,100,-,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,-
KOTA TASIKMALAYA,101.16,101.17,101.18,101.24,101.28,101.32,101.4,101.39,101.41,101.43,101.56,101.55,-,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,-,105.96,106.02,106.1,106.47,106.73,106.93,107.28,107.24,107.37,107.47,108.22,108.19,-,101.93,101.93,101.93,101.93,101.93,101.93,102.51,102.51,102.51,102.51,102.51,102.51,-,98.64,98.64,98.64,98.64,98.64,98.64,98.64,98.64,98.64,98.64,98.64,98.64,-
CILACAP,100.82,101.02,101.1,101.12,101.14,101.21,101.33,101.36,101.41,101.58,101.8,101.97,-,104.18,104.18,104.18,104.18,104.18,104.18,105.73,105.73,106.24,106.24,106.59,107.76,-,102,102.63,102.87,102.94,103.01,103.21,103.31,103.42,103.49,104.03,104.66,104.93,-,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,-,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.87,-
PURWOKERTO,103.01,103.14,103.33,103.37,103.65,104.04,104.21,104.32,104.65,105.04,105.33,105.63,-,103.2,103.2,103.2,103.2,103.2,103.2,103.9,103.9,103.9,103.9,103.9,103.9,-,103.89,104.26,104.76,104.89,105.66,106.73,107.07,107.38,108.29,109.38,110.16,110.84,-,111.08,111.08,111.08,111.08,111.08,111.08,111.08,111.08,111.08,111.08,111.08,111.08,-,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,100.06,-
KUDUS,101.57,101.9,101.87,102,102.28,102.34,102.55,102.73,103.05,103.3,103.39,103.65,-,101.72,101.72,101.72,101.84,101.84,101.84,101.84,101.84,102.33,102.33,102.33,102.61,-,104.18,105.12,105.04,105.41,106.21,106.39,107,107.04,107.38,108.12,108.36,108.96,-,100.89,100.89,100.89,100.89,100.89,100.89,100.89,100.89,100.89,100.89,100.89,100.89,-,99.82,99.82,99.82,99.82,99.82,99.82,99.82,100.17,100.54,100.54,100.54,100.63,-
KOTA SURAKARTA,102.83,102.85,102.98,103.07,103.17,103.31,103.56,103.81,103.84,104.29,104.71,104.86,-,102.56,102.56,102.56,102.56,102.56,102.56,102.56,103.24,103.24,103.61,103.61,103.61,-,109.05,109.2,110.03,110.63,111.27,112.18,113.77,113.17,113.4,115.12,117.81,118.01,-,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,-,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,100.21,-
KOTA SEMARANG,105.45,105.61,105.71,105.84,105.86,105.99,105.99,106.08,106.11,106.14,106.19,106.31,-,102.04,102.04,102.04,102.04,102.04,102.04,102.04,102.04,102.04,102.04,102.05,102.19,-,102.07,103.04,103.65,104.42,104.54,105.35,105.35,105.88,106.05,106.25,106.51,106.75,-,139.02,139.02,139.02,139.02,139.02,139.02,139.02,139.02,139.02,139.02,139.02,139.02,-,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.13,-
KOTA TEGAL,104.59,104.65,104.69,105.04,105.11,105.13,105.19,105.21,105.48,105.72,105.84,105.96,-,106.86,106.86,106.86,106.86,106.86,106.86,106.86,106.86,107.59,108.29,108.3,108.31,-,107.71,107.81,107.95,107.95,108.21,108.29,108.56,108.65,108.71,108.71,109.21,109.66,-,104.33,104.33,104.33,107.45,107.45,107.45,107.45,107.45,107.45,107.45,107.45,107.45,-,99.63,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,-
KOTA YOGYAKARTA,103.95,104.11,104.15,104.26,104.28,104.42,104.43,104.43,104.55,104.62,104.7,104.92,-,105.19,105.52,105.52,105.67,105.67,105.67,105.67,105.67,105.89,105.89,105.89,105.93,-,109.33,109.47,109.88,110.22,110.34,110.82,110.89,110.9,111.09,111.26,111.87,112.12,-,101.95,101.95,101.95,101.95,102.33,103.08,103.08,103.08,103.08,103.08,103.08,103.08,-,100.65,100.65,100.61,100.59,100.51,100.51,100.51,100.51,100.51,100.63,100.61,101.07,-
JEMBER,104.29,104.34,104.34,104.32,104.69,104.82,104.83,104.85,104.95,104.95,105.5,105.66,-,107.85,107.85,107.85,107.85,107.85,107.85,107.85,107.85,108.11,108.11,108.11,108.11,-,106,106,105.99,106.1,106.93,107.05,107.09,107.09,107.09,107.09,109.52,110.22,-,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,-,100.27,100.35,100.35,100.28,100.59,100.78,100.78,100.81,100.95,100.95,100.95,100.95,-
BANYUWANGI,100.5,100.5,100.34,100.39,100.39,100.39,100.39,100.57,100.61,100.83,100.83,100.83,-,100.28,100.28,100.28,100.28,100.28,100.28,100.28,100.28,100.97,101.46,101.46,101.46,-,101.59,101.59,101.59,101.69,101.69,101.69,101.69,102.14,102.14,102.6,102.6,102.61,-,100,100,100,100,100,100,100,100,100,100,100,100,-,99.64,99.64,99.26,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,-
SUMENEP,101.28,101.28,101.28,101.94,102.26,102.49,103.57,103.71,104.4,104.54,105.22,105.35,-,102.76,102.76,102.76,102.76,102.76,104.84,104.84,104.93,104.93,105.19,105.19,105.19,-,103.23,103.25,103.25,104.61,105.3,105.38,107.62,107.9,109.34,109.59,111,111.28,-,100,100,100,100,100,100,100,100,100,100,100,100,-,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,-
KOTA KEDIRI,101.61,101.65,101.57,101.65,101.67,101.68,101.68,102.46,102.53,102.82,102.81,102.83,-,101.12,101.12,101.12,101.12,101.12,101.12,101.12,102.35,102.35,102.85,102.85,102.85,-,105.85,106.08,105.66,106.3,106.39,106.46,106.46,107.15,107.57,107.9,107.9,107.98,-,101.09,101.09,101.09,101.09,101.09,101.09,101.09,102.88,102.88,102.88,102.88,102.88,-,100.14,100.14,100.11,100.02,100.02,100.02,100.02,100.02,100.02,100.02,100.02,100.02,-
KOTA MALANG,102.06,102.16,102.16,102.23,102.22,102.19,102.19,102.2,102.24,102.29,102.34,102.46,-,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.11,103.25,-,105.54,106.4,106.41,107.02,106.9,106.65,106.65,106.73,107.12,107.53,107.86,108.26,-,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,-,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,-
KOTA PROBOLINGGO,101.41,101.43,101.49,101.49,101.6,101.61,101.61,101.72,101.81,102.05,102.11,102.24,-,102.09,102.09,102.09,102.09,102.09,102.1,102.1,102.76,102.76,103.4,103.4,103.4,-,106.51,106.64,106.92,106.92,107.49,107.49,107.53,107.53,107.53,107.74,108.04,108.74,-,100,100,100,100,100,100,100,100,100,100,100,100,-,98.72,98.72,98.72,98.72,98.72,98.72,98.72,98.48,98.72,98.72,98.72,98.72,-
KOTA MADIUN,102.31,102.34,102.43,102.48,102.48,102.96,103.18,103.3,103.41,103.52,103.58,103.65,-,102.18,102.18,102.18,102.18,102.18,102.38,102.38,102.76,102.76,102.76,102.76,102.76,-,111.92,112.07,112.68,113.05,113.06,115.87,117.46,117.38,118.13,118.84,119.28,119.78,-,100,100,100,100,100,100,100,100,100,100,100,100,-,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,-
KOTA SURABAYA,103.18,103.21,103.22,103.24,103.47,103.52,103.52,103.55,103.58,103.64,103.72,103.82,-,104.17,104.17,104.17,104.17,104.28,104.28,104.28,104.28,104.28,104.33,104.43,104.54,-,108.86,109.01,109.01,109.2,110.51,110.93,110.9,111.12,111.34,111.61,111.76,112.15,-,100,100,100,100,100,100,100,100,100,100,100,100,-,99.32,99.34,99.39,99.37,99.37,99.37,99.37,99.37,99.37,99.37,99.37,99.37,-
KOTA TANGERANG,105.85,105.86,105.87,105.87,105.89,106.28,106.29,106.84,106.86,106.86,106.86,106.88,-,108.22,108.22,108.22,108.22,108.22,109.09,109.09,110.34,110.34,110.34,110.36,110.37,-,112.18,112.24,112.29,112.29,112.47,112.47,112.57,112.57,112.72,112.72,112.72,112.77,-,101.15,101.15,101.15,101.15,101.15,101.15,101.15,101.15,101.15,101.15,101.15,101.15,-,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.03,-
KOTA CILEGON,101.96,101.96,101.96,101.98,101.99,101.99,102.13,102.13,102.27,102.27,102.43,102.49,-,100.35,100.35,100.35,100.35,100.35,100.35,100.65,100.65,100.95,100.95,100.95,100.95,-,111.11,111.09,111.08,111.31,111.38,111.37,111.37,111.37,111.37,111.37,112.7,113.16,-,104.16,104.16,104.16,104.16,104.16,104.16,104.16,104.16,104.16,104.16,104.16,104.16,-,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,-
KOTA SERANG,101.71,101.84,101.88,101.95,101.98,102.02,102.18,102.36,102.45,102.75,102.82,103.2,-,102.19,102.19,102.19,102.19,102.19,102.19,102.53,103.01,103.08,103.44,103.44,103.44,-,105.71,106.19,106.32,106.58,106.66,106.8,107.1,107.32,107.56,108.29,108.55,108.66,-,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,-,98.68,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,98.67,99.49,-
SINGARAJA,102.32,102.32,102.45,102.08,102.08,102.28,102.28,102.28,102.28,102.25,102.25,102.25,-,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,-,100.12,100.12,100.61,99.21,99.21,99.95,99.95,99.95,99.98,99.87,99.87,99.87,-,109.97,109.97,109.97,109.97,109.97,109.97,109.97,109.97,109.97,109.97,109.97,109.97,-,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,-
KOTA DENPASAR,103.1,103.11,103.02,102.96,102.85,102.85,102.87,102.87,102.95,102.95,102.97,103.06,-,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,-,104.71,104.79,104.86,104.86,104.86,104.88,104.99,104.99,105.48,105.48,105.63,106.15,-,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,-,98.92,98.92,98.62,98.45,98.16,98.14,98.14,98.14,98.14,98.14,98.14,98.14,-
