150 Kabupaten/Kota Inflasi (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Indeks Harga Konsumen (2022=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAB DELI SERDANG,120.17,119.7,118.91,-,-,-,-,-,-,-,-,-,-,120.09,119.47,118.5,-,-,-,-,-,-,-,-,-,-,114.24,114.18,114.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123.44,123.65,123.65,-,-,-,-,-,-,-,-,-,-
KOTA SIBOLGA,120.33,120.98,120.58,-,-,-,-,-,-,-,-,-,-,118.54,118.95,118.4,-,-,-,-,-,-,-,-,-,-,116.07,117.08,117.29,-,-,-,-,-,-,-,-,-,-,112.5,112.5,112.5,-,-,-,-,-,-,-,-,-,-,130.5,132.23,132.41,-,-,-,-,-,-,-,-,-,-
KOTA PEMATANGSIANTAR,117.02,117.85,117.84,-,-,-,-,-,-,-,-,-,-,115.22,115.93,115.87,-,-,-,-,-,-,-,-,-,-,125.86,126.16,127.04,-,-,-,-,-,-,-,-,-,-,120,120,120,-,-,-,-,-,-,-,-,-,-,125.32,127.06,127.1,-,-,-,-,-,-,-,-,-,-
KOTA MEDAN,117.18,117.54,117.57,-,-,-,-,-,-,-,-,-,-,117.06,117.52,117.5,-,-,-,-,-,-,-,-,-,-,107.31,106.83,107.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124.96,125.01,125.24,-,-,-,-,-,-,-,-,-,-
KOTA PADANGSIDIMPUAN,117.95,117.67,117.5,-,-,-,-,-,-,-,-,-,-,117.45,116.95,116.63,-,-,-,-,-,-,-,-,-,-,108.89,109.69,109.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121.67,122.25,122.73,-,-,-,-,-,-,-,-,-,-
KOTA GUNUNGSITOLI,119.71,115.8,114.19,-,-,-,-,-,-,-,-,-,-,120.71,116.13,114.26,-,-,-,-,-,-,-,-,-,-,112.26,112.26,112.26,-,-,-,-,-,-,-,-,-,-,91.81,91.81,91.81,-,-,-,-,-,-,-,-,-,-,115.15,116.02,116.02,-,-,-,-,-,-,-,-,-,-
KAB DHARMASRAYA,116.45,118.14,118.87,-,-,-,-,-,-,-,-,-,-,117.72,119.81,120.65,-,-,-,-,-,-,-,-,-,-,108.51,109.09,110.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112.3,112.36,112.46,-,-,-,-,-,-,-,-,-,-
KAB PASAMAN BARAT,119.91,119.3,119.04,-,-,-,-,-,-,-,-,-,-,118.54,117.27,116.83,-,-,-,-,-,-,-,-,-,-,99.93,102.1,102.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131.03,132.79,133.37,-,-,-,-,-,-,-,-,-,-
KOTA PADANG,115.52,115.34,115.59,-,-,-,-,-,-,-,-,-,-,114.75,114.32,114.64,-,-,-,-,-,-,-,-,-,-,108.84,109.33,109.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122.4,123.2,123.24,-,-,-,-,-,-,-,-,-,-
KOTA BUKITTINGGI,114.4,115.68,116.24,-,-,-,-,-,-,-,-,-,-,113.78,115.19,115.81,-,-,-,-,-,-,-,-,-,-,107.45,108.63,108.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,120.68,121.29,121.7,-,-,-,-,-,-,-,-,-,-
TEMBILAHAN,115.48,117.46,118.55,-,-,-,-,-,-,-,-,-,-,114.96,117.22,118.41,-,-,-,-,-,-,-,-,-,-,109.87,109.87,109.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121.41,122.33,123.26,-,-,-,-,-,-,-,-,-,-
KAB KAMPAR,115.52,115.5,115.1,-,-,-,-,-,-,-,-,-,-,113.83,113.7,112.89,-,-,-,-,-,-,-,-,-,-,104.82,104.72,110.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126.3,126.88,127.26,-,-,-,-,-,-,-,-,-,-
KOTA PEKANBARU,113.73,113.45,113.06,-,-,-,-,-,-,-,-,-,-,113.02,112.64,112.15,-,-,-,-,-,-,-,-,-,-,106.78,106.86,106.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121.24,121.41,121.41,-,-,-,-,-,-,-,-,-,-
KOTA DUMAI,116.45,117.33,116.41,-,-,-,-,-,-,-,-,-,-,114.95,115.94,114.82,-,-,-,-,-,-,-,-,-,-,107.92,107.67,107.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130.79,131.54,131.54,-,-,-,-,-,-,-,-,-,-
KAB KERINCI,111.86,114.26,117.53,-,-,-,-,-,-,-,-,-,-,109.57,112.55,116.65,-,-,-,-,-,-,-,-,-,-,131.96,131.96,132.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118.55,118.75,118.81,-,-,-,-,-,-,-,-,-,-
MUARA BUNGO,114.35,116.4,117.73,-,-,-,-,-,-,-,-,-,-,111.24,113.7,115.12,-,-,-,-,-,-,-,-,-,-,114.85,114.74,114.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.45,130.09,131.33,-,-,-,-,-,-,-,-,-,-
KOTA JAMBI,115.39,116.33,116.7,-,-,-,-,-,-,-,-,-,-,113.68,114.67,115.12,-,-,-,-,-,-,-,-,-,-,121.83,121.86,121.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126.5,127.58,127.59,-,-,-,-,-,-,-,-,-,-
KAB OGAN KOMERING ILIR,111.98,112.92,113.82,-,-,-,-,-,-,-,-,-,-,111.03,112.21,113.29,-,-,-,-,-,-,-,-,-,-,103.47,103.5,103.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118.35,118.35,118.61,-,-,-,-,-,-,-,-,-,-
KAB MUARA ENIM,113.93,114.91,115.16,-,-,-,-,-,-,-,-,-,-,111.8,113,113.31,-,-,-,-,-,-,-,-,-,-,159.2,159.2,159.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.99,114.99,114.99,-,-,-,-,-,-,-,-,-,-
KOTA PALEMBANG,113.66,115.2,116.32,-,-,-,-,-,-,-,-,-,-,112.63,114.44,115.73,-,-,-,-,-,-,-,-,-,-,110.56,110.52,110.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123.48,123.48,123.86,-,-,-,-,-,-,-,-,-,-
KOTA LUBUK LINGGAU,108.67,109.16,110.07,-,-,-,-,-,-,-,-,-,-,106.64,107.2,108.09,-,-,-,-,-,-,-,-,-,-,123.71,123.79,124.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117.34,117.6,118.69,-,-,-,-,-,-,-,-,-,-
KAB MUKO MUKO,108.01,109.97,111.64,-,-,-,-,-,-,-,-,-,-,105.08,107.49,109.61,-,-,-,-,-,-,-,-,-,-,128.03,128.03,128.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,116.99,117.39,117.39,-,-,-,-,-,-,-,-,-,-
KOTA BENGKULU,112.69,114.43,114.45,-,-,-,-,-,-,-,-,-,-,110.61,112.66,112.43,-,-,-,-,-,-,-,-,-,-,107.44,109.59,110.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125.18,125.19,126.22,-,-,-,-,-,-,-,-,-,-
KAB LAMPUNG TIMUR,122.13,122.57,122.08,-,-,-,-,-,-,-,-,-,-,121.88,122.43,121.82,-,-,-,-,-,-,-,-,-,-,144.03,144.03,144.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117.54,117.54,117.54,-,-,-,-,-,-,-,-,-,-
KAB MESUJI,120.83,121.52,122.8,-,-,-,-,-,-,-,-,-,-,118.69,119.56,121.21,-,-,-,-,-,-,-,-,-,-,110.13,110.31,109.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,134.18,134.19,134.19,-,-,-,-,-,-,-,-,-,-
KOTA BANDAR LAMPUNG,114.29,115.34,116.09,-,-,-,-,-,-,-,-,-,-,111.57,112.75,113.54,-,-,-,-,-,-,-,-,-,-,131.01,131.48,131.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124.88,125.27,126.04,-,-,-,-,-,-,-,-,-,-
KOTA METRO,116.31,117.55,118.35,-,-,-,-,-,-,-,-,-,-,114.53,116.07,117.06,-,-,-,-,-,-,-,-,-,-,118.46,118.49,118.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125.09,125.09,125.09,-,-,-,-,-,-,-,-,-,-
TANJUNG PANDAN,115.71,112.58,113.12,-,-,-,-,-,-,-,-,-,-,114.71,110.67,111.23,-,-,-,-,-,-,-,-,-,-,109.02,110.12,110.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123.36,123.39,124.04,-,-,-,-,-,-,-,-,-,-
KAB BANGKA BARAT,107.58,105.33,107.58,-,-,-,-,-,-,-,-,-,-,105.24,102.36,105.04,-,-,-,-,-,-,-,-,-,-,111.79,111.87,111.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122.35,123.55,123.7,-,-,-,-,-,-,-,-,-,-
KAB BELITUNG TIMUR,104.61,103.73,104.47,-,-,-,-,-,-,-,-,-,-,104.11,103.02,103.94,-,-,-,-,-,-,-,-,-,-,108.59,108.59,108.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105.79,105.79,105.81,-,-,-,-,-,-,-,-,-,-
KOTA PANGKAL PINANG,116.42,114.15,114.3,-,-,-,-,-,-,-,-,-,-,113.46,110.64,110.82,-,-,-,-,-,-,-,-,-,-,124.43,124.74,124.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130.62,130.62,130.62,-,-,-,-,-,-,-,-,-,-
KAB KARIMUN,111.6,111.12,112.53,-,-,-,-,-,-,-,-,-,-,109.75,109.17,110.87,-,-,-,-,-,-,-,-,-,-,114.32,114.3,114.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124.95,124.95,124.95,-,-,-,-,-,-,-,-,-,-
KOTA BATAM,114.95,115.36,116.01,-,-,-,-,-,-,-,-,-,-,113.25,113.61,114.25,-,-,-,-,-,-,-,-,-,-,111.33,111.33,111.73,-,-,-,-,-,-,-,-,-,-,105.77,105.77,105.77,-,-,-,-,-,-,-,-,-,-,134.73,136.01,137.02,-,-,-,-,-,-,-,-,-,-
KOTA TANJUNG PINANG,113.34,115.02,114.17,-,-,-,-,-,-,-,-,-,-,111.83,113.44,112.37,-,-,-,-,-,-,-,-,-,-,107.82,107.7,107.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.32,132.54,133.06,-,-,-,-,-,-,-,-,-,-
KOTA JAKARTA,111.87,114.36,116.03,-,-,-,-,-,-,-,-,-,-,111.66,114.67,116.76,-,-,-,-,-,-,-,-,-,-,108.45,108.48,108.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117.17,117.97,117.97,-,-,-,-,-,-,-,-,-,-
KAB BANDUNG,112.25,114.32,115.36,-,-,-,-,-,-,-,-,-,-,111.48,114.04,115.38,-,-,-,-,-,-,-,-,-,-,118.31,118.37,118.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113.06,113.55,113.74,-,-,-,-,-,-,-,-,-,-
KAB MAJALENGKA,114.62,116.95,118.59,-,-,-,-,-,-,-,-,-,-,114.44,117.57,119.75,-,-,-,-,-,-,-,-,-,-,115.34,115.72,115.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.99,115.06,115.34,-,-,-,-,-,-,-,-,-,-
KAB SUBANG,112.79,114.77,116.02,-,-,-,-,-,-,-,-,-,-,112.92,115.35,117.06,-,-,-,-,-,-,-,-,-,-,109.46,110.66,110.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.53,114.92,115.08,-,-,-,-,-,-,-,-,-,-
KOTA BOGOR,113.94,116.74,118.46,-,-,-,-,-,-,-,-,-,-,112.94,116.35,118.22,-,-,-,-,-,-,-,-,-,-,106.59,107.23,109.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125.56,125.56,126.14,-,-,-,-,-,-,-,-,-,-
KOTA SUKABUMI,116.21,118.37,120.08,-,-,-,-,-,-,-,-,-,-,113.52,116,118.04,-,-,-,-,-,-,-,-,-,-,120.84,121.01,121.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,127.02,128.64,129.53,-,-,-,-,-,-,-,-,-,-
KOTA BANDUNG,114.63,116.49,117.76,-,-,-,-,-,-,-,-,-,-,112.8,115.12,116.75,-,-,-,-,-,-,-,-,-,-,106.67,107.53,108.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123.88,124.53,124.6,-,-,-,-,-,-,-,-,-,-
KOTA CIREBON,110.44,113.29,115.29,-,-,-,-,-,-,-,-,-,-,108.05,111.44,113.88,-,-,-,-,-,-,-,-,-,-,109.31,109.29,109.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,128.42,128.42,-,-,-,-,-,-,-,-,-,-
KOTA BEKASI,115.84,117.99,119.36,-,-,-,-,-,-,-,-,-,-,114.63,117.27,118.81,-,-,-,-,-,-,-,-,-,-,115.57,115.63,116.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124.54,124.87,125.27,-,-,-,-,-,-,-,-,-,-
KOTA DEPOK,112.34,114.51,116.23,-,-,-,-,-,-,-,-,-,-,110.63,113.16,115.37,-,-,-,-,-,-,-,-,-,-,117.8,119.69,119.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117.79,118.12,118.6,-,-,-,-,-,-,-,-,-,-
KOTA TASIKMALAYA,114.42,116.03,117.91,-,-,-,-,-,-,-,-,-,-,112.05,114.13,116.45,-,-,-,-,-,-,-,-,-,-,119.98,120.22,120.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122.04,122.29,123.01,-,-,-,-,-,-,-,-,-,-
CILACAP,113.2,115.49,117.43,-,-,-,-,-,-,-,-,-,-,111.67,114.6,117.05,-,-,-,-,-,-,-,-,-,-,117.01,117.16,117.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119.23,119.23,119.49,-,-,-,-,-,-,-,-,-,-
PURWOKERTO,112.94,115.54,117.55,-,-,-,-,-,-,-,-,-,-,111.06,114.11,116.6,-,-,-,-,-,-,-,-,-,-,113.87,113.98,113.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124.51,125.53,125.57,-,-,-,-,-,-,-,-,-,-
KAB WONOSOBO,116.9,118.74,121.25,-,-,-,-,-,-,-,-,-,-,116.78,118.96,122.07,-,-,-,-,-,-,-,-,-,-,125.38,125.42,124.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.97,115.63,116.12,-,-,-,-,-,-,-,-,-,-
KAB WONOGIRI,115.66,118.06,120.23,-,-,-,-,-,-,-,-,-,-,112.64,115.5,118.04,-,-,-,-,-,-,-,-,-,-,119.95,119.88,119.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133.1,133.7,134.59,-,-,-,-,-,-,-,-,-,-
KAB REMBANG,118.16,120.28,121.46,-,-,-,-,-,-,-,-,-,-,116.81,119.38,120.8,-,-,-,-,-,-,-,-,-,-,126.23,126.24,126.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122.71,123.14,123.41,-,-,-,-,-,-,-,-,-,-
KUDUS,114.99,117.13,118.16,-,-,-,-,-,-,-,-,-,-,113.64,116.22,117.44,-,-,-,-,-,-,-,-,-,-,112.26,112.23,112.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125.75,126.14,126.21,-,-,-,-,-,-,-,-,-,-
KOTA SURAKARTA,115.37,118.03,119.45,-,-,-,-,-,-,-,-,-,-,114.6,117.79,119.39,-,-,-,-,-,-,-,-,-,-,112.13,111.81,111.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124.93,125.22,126,-,-,-,-,-,-,-,-,-,-
KOTA SEMARANG,113.64,115.96,117.42,-,-,-,-,-,-,-,-,-,-,112.24,115,116.75,-,-,-,-,-,-,-,-,-,-,113.64,113.73,113.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125.96,126.41,126.68,-,-,-,-,-,-,-,-,-,-
KOTA TEGAL,116.99,119.69,121.51,-,-,-,-,-,-,-,-,-,-,114.07,117.27,119.62,-,-,-,-,-,-,-,-,-,-,122.95,123.12,123.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,127.79,129.3,129.38,-,-,-,-,-,-,-,-,-,-
KAB GUNUNGKIDUL,113.27,114.62,115.73,-,-,-,-,-,-,-,-,-,-,113.47,115.16,116.54,-,-,-,-,-,-,-,-,-,-,117.71,117.69,117.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109.17,109.17,109.17,-,-,-,-,-,-,-,-,-,-
KOTA YOGYAKARTA,115.05,116.91,118.28,-,-,-,-,-,-,-,-,-,-,113.41,115.52,117.12,-,-,-,-,-,-,-,-,-,-,116.25,116.88,117.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128.23,128.95,129.17,-,-,-,-,-,-,-,-,-,-
KAB TULUNGAGUNG,115.35,117.84,119.16,-,-,-,-,-,-,-,-,-,-,115.46,118.32,119.89,-,-,-,-,-,-,-,-,-,-,108.76,108.98,109.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,120.83,122.27,122.53,-,-,-,-,-,-,-,-,-,-
JEMBER,114.67,117.66,119.55,-,-,-,-,-,-,-,-,-,-,114.29,117.89,120.09,-,-,-,-,-,-,-,-,-,-,109.05,107.4,107.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121.44,122.48,122.74,-,-,-,-,-,-,-,-,-,-
BANYUWANGI,112.38,114.86,116.92,-,-,-,-,-,-,-,-,-,-,112.3,115.29,117.84,-,-,-,-,-,-,-,-,-,-,109.9,109.94,109.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113.72,114.25,114.4,-,-,-,-,-,-,-,-,-,-
KAB BOJONEGORO,116.7,118.84,120.77,-,-,-,-,-,-,-,-,-,-,116.01,118.62,121.02,-,-,-,-,-,-,-,-,-,-,115.33,115.59,115.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124.43,124.43,124.43,-,-,-,-,-,-,-,-,-,-
KAB GRESIK,110.05,112.2,115.2,-,-,-,-,-,-,-,-,-,-,109.12,111.68,115.22,-,-,-,-,-,-,-,-,-,-,107.06,107.22,107.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126.57,127.24,127.61,-,-,-,-,-,-,-,-,-,-
SUMENEP,117.52,119.67,122.29,-,-,-,-,-,-,-,-,-,-,117.12,119.59,122.42,-,-,-,-,-,-,-,-,-,-,110.8,110.8,111.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122.28,123.82,126.39,-,-,-,-,-,-,-,-,-,-
KOTA KEDIRI,112.23,115.29,116.24,-,-,-,-,-,-,-,-,-,-,112.4,116.1,117.17,-,-,-,-,-,-,-,-,-,-,107.04,106.92,107.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.23,115.05,115.45,-,-,-,-,-,-,-,-,-,-
KOTA MALANG,113.82,115.73,116.96,-,-,-,-,-,-,-,-,-,-,112.46,114.67,116.04,-,-,-,-,-,-,-,-,-,-,113.58,113.96,114.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126.27,126.72,127.54,-,-,-,-,-,-,-,-,-,-
KOTA PROBOLINGGO,111.59,114.21,116.29,-,-,-,-,-,-,-,-,-,-,109.1,112.1,114.54,-,-,-,-,-,-,-,-,-,-,124.3,124.32,124.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121.81,123.19,123.8,-,-,-,-,-,-,-,-,-,-
KOTA MADIUN,114.91,117.48,118.98,-,-,-,-,-,-,-,-,-,-,112.76,115.68,117.27,-,-,-,-,-,-,-,-,-,-,111.13,111.87,112.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138.04,139.22,140.28,-,-,-,-,-,-,-,-,-,-
KOTA SURABAYA,115.05,117.97,119.69,-,-,-,-,-,-,-,-,-,-,114.37,117.84,119.92,-,-,-,-,-,-,-,-,-,-,112.79,112.87,112.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122.86,123.76,124.11,-,-,-,-,-,-,-,-,-,-
KAB PANDEGLANG,109.72,113.31,115.67,-,-,-,-,-,-,-,-,-,-,107.66,112.01,114.59,-,-,-,-,-,-,-,-,-,-,126.01,126.27,126.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115.75,115.75,117.7,-,-,-,-,-,-,-,-,-,-
KAB LEBAK,113.75,117.36,118.55,-,-,-,-,-,-,-,-,-,-,112.58,116.99,118.28,-,-,-,-,-,-,-,-,-,-,117.17,117.55,117.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119.62,119.85,121.19,-,-,-,-,-,-,-,-,-,-
KOTA TANGERANG,112.57,115.02,116.09,-,-,-,-,-,-,-,-,-,-,109.88,112.65,114.21,-,-,-,-,-,-,-,-,-,-,121.3,121.32,118.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125.87,127.84,128.09,-,-,-,-,-,-,-,-,-,-
KOTA CILEGON,112.64,114.53,115.02,-,-,-,-,-,-,-,-,-,-,109.87,112.21,112.77,-,-,-,-,-,-,-,-,-,-,116.32,116.33,116.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126.8,127.29,127.61,-,-,-,-,-,-,-,-,-,-
KOTA SERANG,113.56,115.98,116.72,-,-,-,-,-,-,-,-,-,-,109.59,112.77,113.58,-,-,-,-,-,-,-,-,-,-,109.7,110.17,111.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133.38,133.49,133.49,-,-,-,-,-,-,-,-,-,-
