150 Kabupaten/Kota Inflasi (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indeks Harga Konsumen (2022=100) Menurut Kelompok dan Sub Kelompok 06 Transportasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Transportasi,,,,,,,,,,,,,Pembelian Kendaraan,,,,,,,,,,,,,Pengoperasian Peralatan Transportasi Pribadi,,,,,,,,,,,,,Jasa Angkutan Penumpang,,,,,,,,,,,,,Jasa Pengiriman Barang,,,,,,,,,,,,
,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
KAB BELITUNG TIMUR,113.29,113.2,113.29,-,-,-,-,-,-,-,-,-,-,103.21,103.21,103.21,-,-,-,-,-,-,-,-,-,-,113.63,113.51,113.63,-,-,-,-,-,-,-,-,-,-,127.59,127.59,127.59,-,-,-,-,-,-,-,-,-,-,100,100,100,-,-,-,-,-,-,-,-,-,-
KOTA PANGKAL PINANG,110.67,111.21,112.48,-,-,-,-,-,-,-,-,-,-,107.16,107.85,107.85,-,-,-,-,-,-,-,-,-,-,112.02,111.5,112,-,-,-,-,-,-,-,-,-,-,112.37,117.85,125.98,-,-,-,-,-,-,-,-,-,-,106.19,106.19,106.19,-,-,-,-,-,-,-,-,-,-
KAB KARIMUN,111.37,111.55,111.43,-,-,-,-,-,-,-,-,-,-,102.97,103.39,103.66,-,-,-,-,-,-,-,-,-,-,115.6,115.61,115.7,-,-,-,-,-,-,-,-,-,-,107.45,107.98,106.19,-,-,-,-,-,-,-,-,-,-,103.03,103.03,103.03,-,-,-,-,-,-,-,-,-,-
KOTA BATAM,115.02,115.35,114.91,-,-,-,-,-,-,-,-,-,-,105.88,107.92,108.25,-,-,-,-,-,-,-,-,-,-,113.42,112.54,113.21,-,-,-,-,-,-,-,-,-,-,125.21,126.96,123.36,-,-,-,-,-,-,-,-,-,-,124.84,124.84,124.84,-,-,-,-,-,-,-,-,-,-
KOTA TANJUNG PINANG,114.95,115.53,114.93,-,-,-,-,-,-,-,-,-,-,109.59,110.16,110.85,-,-,-,-,-,-,-,-,-,-,114.49,114.24,114.53,-,-,-,-,-,-,-,-,-,-,122.01,124.74,120.23,-,-,-,-,-,-,-,-,-,-,123.48,123.48,123.48,-,-,-,-,-,-,-,-,-,-
KOTA JAKARTA,107.94,107.56,108,-,-,-,-,-,-,-,-,-,-,101.15,101.15,101.15,-,-,-,-,-,-,-,-,-,-,109.22,108.22,109.03,-,-,-,-,-,-,-,-,-,-,110.33,111.45,111.17,-,-,-,-,-,-,-,-,-,-,105.13,105.13,105.13,-,-,-,-,-,-,-,-,-,-
KAB BANDUNG,110.08,109.52,110.21,-,-,-,-,-,-,-,-,-,-,98.09,98.09,98.09,-,-,-,-,-,-,-,-,-,-,114.37,113.58,114.41,-,-,-,-,-,-,-,-,-,-,98.88,98.94,99.6,-,-,-,-,-,-,-,-,-,-,100,100,100,-,-,-,-,-,-,-,-,-,-
KAB MAJALENGKA,113.03,112.2,113.31,-,-,-,-,-,-,-,-,-,-,109.71,109.71,109.71,-,-,-,-,-,-,-,-,-,-,113.09,111.96,112.96,-,-,-,-,-,-,-,-,-,-,116.72,116.72,120.51,-,-,-,-,-,-,-,-,-,-,133.21,133.21,133.21,-,-,-,-,-,-,-,-,-,-
KAB SUBANG,117.15,116.72,118.19,-,-,-,-,-,-,-,-,-,-,107.43,107.43,109.09,-,-,-,-,-,-,-,-,-,-,120.63,120,121.1,-,-,-,-,-,-,-,-,-,-,114.9,114.9,118.31,-,-,-,-,-,-,-,-,-,-,100,100,100,-,-,-,-,-,-,-,-,-,-
KOTA BOGOR,111.51,111.19,112.1,-,-,-,-,-,-,-,-,-,-,108.47,108.53,108.55,-,-,-,-,-,-,-,-,-,-,112.2,111.5,112.97,-,-,-,-,-,-,-,-,-,-,114.37,114.37,115.5,-,-,-,-,-,-,-,-,-,-,140.26,140.26,140.26,-,-,-,-,-,-,-,-,-,-
KOTA SUKABUMI,113.74,113.61,114.38,-,-,-,-,-,-,-,-,-,-,110.62,110.94,110.94,-,-,-,-,-,-,-,-,-,-,115.04,114.59,115.19,-,-,-,-,-,-,-,-,-,-,113.88,114.04,116.1,-,-,-,-,-,-,-,-,-,-,114.84,114.84,114.84,-,-,-,-,-,-,-,-,-,-
KOTA BANDUNG,108.91,108.57,109.73,-,-,-,-,-,-,-,-,-,-,102.55,102.55,102.55,-,-,-,-,-,-,-,-,-,-,110.98,109.77,110.83,-,-,-,-,-,-,-,-,-,-,108.07,110.48,113.27,-,-,-,-,-,-,-,-,-,-,102.6,102.6,102.6,-,-,-,-,-,-,-,-,-,-
KOTA CIREBON,110.99,110.66,111.35,-,-,-,-,-,-,-,-,-,-,103.37,104.03,104.4,-,-,-,-,-,-,-,-,-,-,114.18,113.25,114.21,-,-,-,-,-,-,-,-,-,-,115.54,116.4,116.04,-,-,-,-,-,-,-,-,-,-,105.4,105.4,105.4,-,-,-,-,-,-,-,-,-,-
KOTA BEKASI,108.36,108.23,108.71,-,-,-,-,-,-,-,-,-,-,105.66,106.01,106.01,-,-,-,-,-,-,-,-,-,-,109.1,108.32,108.84,-,-,-,-,-,-,-,-,-,-,111.37,112.2,113.47,-,-,-,-,-,-,-,-,-,-,104.52,108.37,108.37,-,-,-,-,-,-,-,-,-,-
KOTA DEPOK,109.17,108.54,109.84,-,-,-,-,-,-,-,-,-,-,103,103.04,103.04,-,-,-,-,-,-,-,-,-,-,112.06,111.16,112.01,-,-,-,-,-,-,-,-,-,-,110.46,109.56,114.57,-,-,-,-,-,-,-,-,-,-,103.83,103.83,103.83,-,-,-,-,-,-,-,-,-,-
