date,kota,month,month_sin,month_cos,ihk_kel_01_mtm,ihk_kel_03_mtm,ihk_kel_06_mtm,gt_harga_beras,gt_harga_cabai,gt_harga_telur,gt_harga_daging_ayam,gt_harga_minyak_goreng,gt_harga_bawang,gt_tiket_pesawat,gt_tiket_kereta,gt_harga_bensin,kurs_usd_idr,bi_rate_percent,harga_bbm_pertamax,oceanic_nino_index,is_ramadan,is_lebaran,pre_lebaran_1m,is_dry_season,is_rainy_season,is_el_nino,is_la_nina,bbm_price_hike_event,bi_rate_hike_event,ihk_umum_mtm_lag1,ihk_umum_mtm_lag2,ihk_umum_mtm_lag3,inflasi_general_mtm_lag1,inflasi_general_mtm_lag2,inflasi_general_mtm_lag3,inflasi_core_mtm_lag1,inflasi_core_mtm_lag2,inflasi_core_mtm_lag3,inflasi_administered_price_mtm_lag1,inflasi_administered_price_mtm_lag2,inflasi_administered_price_mtm_lag3,inflasi_volatile_good_mtm_lag1,inflasi_volatile_good_mtm_lag2,inflasi_volatile_good_mtm_lag3,gt_harga_beras_lag1,gt_harga_beras_lag2,gt_harga_beras_lag3,gt_harga_cabai_lag1,gt_harga_cabai_lag2,gt_harga_cabai_lag3,gt_harga_telur_lag1,gt_harga_telur_lag2,gt_harga_telur_lag3,gt_harga_daging_ayam_lag1,gt_harga_daging_ayam_lag2,gt_harga_daging_ayam_lag3,gt_harga_minyak_goreng_lag1,gt_harga_minyak_goreng_lag2,gt_harga_minyak_goreng_lag3,gt_harga_bawang_lag1,gt_harga_bawang_lag2,gt_harga_bawang_lag3,gt_tiket_pesawat_lag1,gt_tiket_pesawat_lag2,gt_tiket_pesawat_lag3,gt_tiket_kereta_lag1,gt_tiket_kereta_lag2,gt_tiket_kereta_lag3,gt_harga_bensin_lag1,gt_harga_bensin_lag2,gt_harga_bensin_lag3,kurs_usd_idr_lag1,kurs_usd_idr_lag2,kurs_usd_idr_lag3,bi_rate_percent_lag1,bi_rate_percent_lag2,bi_rate_percent_lag3,harga_bbm_pertamax_lag1,harga_bbm_pertamax_lag2,harga_bbm_pertamax_lag3,oceanic_nino_index_lag1,oceanic_nino_index_lag2,oceanic_nino_index_lag3,ihk_umum_mtm_roll_mean_3,ihk_umum_mtm_roll_std_3,ihk_umum_mtm_roll_mean_6,ihk_umum_mtm_roll_std_6,inflasi_general_mtm_roll_mean_3,inflasi_general_mtm_roll_std_3,inflasi_general_mtm_roll_mean_6,inflasi_general_mtm_roll_std_6,inflasi_core_mtm_roll_mean_3,inflasi_core_mtm_roll_std_3,inflasi_core_mtm_roll_mean_6,inflasi_core_mtm_roll_std_6,inflasi_administered_price_mtm_roll_mean_3,inflasi_administered_price_mtm_roll_std_3,inflasi_administered_price_mtm_roll_mean_6,inflasi_administered_price_mtm_roll_std_6,inflasi_volatile_good_mtm_roll_mean_3,inflasi_volatile_good_mtm_roll_std_3,inflasi_volatile_good_mtm_roll_mean_6,inflasi_volatile_good_mtm_roll_std_6,gt_harga_beras_diff1,gt_harga_beras_pct_change,gt_harga_cabai_diff1,gt_harga_cabai_pct_change,gt_harga_telur_diff1,gt_harga_telur_pct_change,gt_harga_daging_ayam_diff1,gt_harga_daging_ayam_pct_change,gt_harga_minyak_goreng_diff1,gt_harga_minyak_goreng_pct_change,gt_harga_bawang_diff1,gt_harga_bawang_pct_change,gt_tiket_pesawat_diff1,gt_tiket_pesawat_pct_change,gt_tiket_kereta_diff1,gt_tiket_kereta_pct_change,gt_harga_bensin_diff1,gt_harga_bensin_pct_change,gt_harga_beras_lag1_diff1,gt_harga_beras_lag1_pct_change,gt_harga_beras_lag2_diff1,gt_harga_beras_lag2_pct_change,gt_harga_beras_lag3_diff1,gt_harga_beras_lag3_pct_change,gt_harga_cabai_lag1_diff1,gt_harga_cabai_lag1_pct_change,gt_harga_cabai_lag2_diff1,gt_harga_cabai_lag2_pct_change,gt_harga_cabai_lag3_diff1,gt_harga_cabai_lag3_pct_change,gt_harga_telur_lag1_diff1,gt_harga_telur_lag1_pct_change,gt_harga_telur_lag2_diff1,gt_harga_telur_lag2_pct_change,gt_harga_telur_lag3_diff1,gt_harga_telur_lag3_pct_change,gt_harga_daging_ayam_lag1_diff1,gt_harga_daging_ayam_lag1_pct_change,gt_harga_daging_ayam_lag2_diff1,gt_harga_daging_ayam_lag2_pct_change,gt_harga_daging_ayam_lag3_diff1,gt_harga_daging_ayam_lag3_pct_change,gt_harga_minyak_goreng_lag1_diff1,gt_harga_minyak_goreng_lag1_pct_change,gt_harga_minyak_goreng_lag2_diff1,gt_harga_minyak_goreng_lag2_pct_change,gt_harga_minyak_goreng_lag3_diff1,gt_harga_minyak_goreng_lag3_pct_change,gt_harga_bawang_lag1_diff1,gt_harga_bawang_lag1_pct_change,gt_harga_bawang_lag2_diff1,gt_harga_bawang_lag2_pct_change,gt_harga_bawang_lag3_diff1,gt_harga_bawang_lag3_pct_change,gt_tiket_pesawat_lag1_diff1,gt_tiket_pesawat_lag1_pct_change,gt_tiket_pesawat_lag2_diff1,gt_tiket_pesawat_lag2_pct_change,gt_tiket_pesawat_lag3_diff1,gt_tiket_pesawat_lag3_pct_change,gt_tiket_kereta_lag1_diff1,gt_tiket_kereta_lag1_pct_change,gt_tiket_kereta_lag2_diff1,gt_tiket_kereta_lag2_pct_change,gt_tiket_kereta_lag3_diff1,gt_tiket_kereta_lag3_pct_change,gt_harga_bensin_lag1_diff1,gt_harga_bensin_lag1_pct_change,gt_harga_bensin_lag2_diff1,gt_harga_bensin_lag2_pct_change,gt_harga_bensin_lag3_diff1,gt_harga_bensin_lag3_pct_change,inflasi_general_mtm,inflasi_core_mtm,inflasi_administered_price_mtm,inflasi_volatile_good_mtm,ihk_umum_mtm
2025/09/01,surabaya,9,-1,-1.84E-16,0.54,0,-0.68,46,39,29,55,6,32,41,32,32,16429.63048,4.75,12200,-0.4,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-0.07,0.19,0.36,-0.08,0.3,0.19,0.06,0.13,0.07,-0.08,0.09,0.09,-0.61,1.25,0.77,55,41,37,28,32,37,28,28,25,36,22,30,6,5,5,40,34,35,46,51,53,32,37,41,32,35,32,16227.256,16195.05261,16229.00167,5,5.25,5.5,12200,12200,12100,-0.3,-0.1,0,0.096666667,0.144683563,0.253333333,0.458461194,0.143333333,0.19857828,0.236666667,0.518909112,0.123333333,0.060277138,0.138333333,0.095376447,0.023333333,0.090737717,0.891666667,2.116614435,0.386666667,0.937141042,-0.098333333,1.333557898,-9,-0.163636364,11,0.392857143,1,0.035714286,19,0.527777778,0,0,-8,-0.2,-5,-0.108695652,0,0,0,0,14,0.341463415,4,0.108108108,-2,-0.051282051,-4,-0.125,-5,-0.135135135,-6,-0.139534884,0,0,3,0.12,-5,-0.166666667,14,0.636363636,-8,-0.266666667,-6,-0.166666667,1,0.2,0,0,0,0,6,0.176470588,-1,-0.028571429,-2,-0.054054054,-5,-0.098039216,-2,-0.037735849,2,0.039215686,-5,-0.135135135,-4,-0.097560976,4,0.108108108,-3,-0.085714286,3,0.09375,-1,-0.03030303,0.21,0.18,0.06,0.52,0.17
2025/10/01,surabaya,10,-0.866025404,0.5,0.26,0.05,0.09,41,38,31,39,5,28,47,31,40,16524.31261,4.75,12200,-0.5,0,0,0,0,0,0,1,0,0,0.17,-0.07,0.19,0.21,-0.08,0.3,0.18,0.06,0.13,0.06,-0.08,0.09,0.52,-0.61,1.25,46,55,41,39,28,32,29,28,28,55,36,22,6,6,5,32,40,34,41,46,51,32,32,37,32,32,35,16429.63048,16227.256,16195.05261,4.75,5,5.25,12200,12200,12200,-0.4,-0.3,-0.1,0.15,0.210713075,0.13,0.23194827,0.136666667,0.190875177,0.088333333,0.262710233,0.21,0.167032931,0.151666667,0.125126603,0.026666667,0.094516313,0.04,0.073484692,-0.02,0.566656863,-0.086666667,1.334476177,-5,-0.108695652,-1,-0.025641026,2,0.068965517,-16,-0.290909091,-1,-0.166666667,-4,-0.125,6,0.146341463,-1,-0.03125,8,0.25,-9,-0.163636364,14,0.341463415,4,0.108108108,11,0.392857143,-4,-0.125,-5,-0.135135135,1,0.035714286,0,0,3,0.12,19,0.527777778,14,0.636363636,-8,-0.266666667,0,0,1,0.2,0,0,-8,-0.2,6,0.176470588,-1,-0.028571429,-5,-0.108695652,-5,-0.098039216,-2,-0.037735849,0,0,-5,-0.135135135,-4,-0.097560976,0,0,-3,-0.085714286,3,0.09375,0.28,0.39,0.1,0.03,0.35
2025/11/01,surabaya,11,-0.5,0.866025404,0.37,0.01,0.53,40,51,27,44,7,32,47,35,55,16619.535,4.75,12200,-0.6,0,0,0,0,1,0,1,0,0,0.35,0.17,-0.07,0.28,0.21,-0.08,0.39,0.18,0.06,0.1,0.06,-0.08,0.03,0.52,-0.61,41,46,55,38,39,28,31,29,28,39,55,36,5,6,6,28,32,40,47,41,46,31,32,32,40,32,32,16524.31261,16429.63048,16227.256,4.75,4.75,5,12200,12200,12200,-0.5,-0.4,-0.3,0.243333333,0.094516313,0.201666667,0.156258333,0.22,0.055677644,0.178333333,0.136442906,0.246666667,0.124230968,0.166666667,0.12011106,0.133333333,0.094516313,0.083333333,0.102111051,0.19,0.285832119,0.33,0.655103045,-1,-0.024390244,13,0.342105263,-4,-0.129032258,5,0.128205128,2,0.4,4,0.142857143,0,0,4,0.129032258,15,0.375,-5,-0.108695652,-9,-0.163636364,14,0.341463415,-1,-0.025641026,11,0.392857143,-4,-0.125,2,0.068965517,1,0.035714286,0,0,-16,-0.290909091,19,0.527777778,14,0.636363636,-1,-0.166666667,0,0,1,0.2,-4,-0.125,-8,-0.2,6,0.176470588,6,0.146341463,-5,-0.108695652,-5,-0.098039216,-1,-0.03125,0,0,-5,-0.135135135,8,0.25,0,0,-3,-0.085714286,0.17,0.17,0.24,0.02,0.21
2025/12/01,surabaya,12,-2.45E-16,1,1.96,0.33,1.48,39,49,33,48,6,34,52,39,41,16615.74143,4.75,12750,-0.5,0,0,0,0,1,0,1,1,0,0.21,0.35,0.17,0.17,0.28,0.21,0.17,0.39,0.18,0.24,0.1,0.06,0.02,0.03,0.52,40,41,46,51,38,39,27,31,29,44,39,55,7,5,6,32,28,32,47,47,41,35,31,32,55,40,32,16619.535,16524.31261,16429.63048,4.75,4.75,4.75,12200,12200,12200,-0.6,-0.5,-0.4,0.453333333,0.308274769,0.275,0.290774827,0.363333333,0.245831921,0.253333333,0.233380948,0.253333333,0.119303534,0.188333333,0.110529031,0.236666667,0.135030861,0.13,0.155692004,0.93,1.567513955,0.658333333,1.192768488,-1,-0.025,-2,-0.039215686,6,0.222222222,4,0.090909091,-1,-0.142857143,2,0.0625,5,0.106382979,4,0.114285714,-14,-0.254545455,-1,-0.024390244,-5,-0.108695652,-9,-0.163636364,13,0.342105263,-1,-0.025641026,11,0.392857143,-4,-0.129032258,2,0.068965517,1,0.035714286,5,0.128205128,-16,-0.290909091,19,0.527777778,2,0.4,-1,-0.166666667,0,0,4,0.142857143,-4,-0.125,-8,-0.2,0,0,6,0.146341463,-5,-0.108695652,4,0.129032258,-1,-0.03125,0,0,15,0.375,8,0.25,0,0,0.64,0.2,0.37,2.74,0.8
2026/01/01,surabaya,1,0.5,0.866025404,-1.36,0,-0.95,45,45,29,39,7,38,52,36,42,16743.9605,4.75,12350,-0.4,0,0,0,0,1,0,0,0,0,0.8,0.21,0.35,0.64,0.17,0.28,0.2,0.17,0.39,0.37,0.24,0.1,2.74,0.02,0.03,39,40,41,49,51,38,33,27,31,48,44,39,6,7,5,34,32,28,52,47,47,39,35,31,41,55,40,16615.74143,16619.535,16524.31261,4.75,4.75,4.75,12750,12200,12200,-0.5,-0.6,-0.5,0.283333333,0.484183161,0.216666667,0.34185767,0.22,0.39736633,0.178333333,0.282518436,0.246666667,0.107857931,0.228333333,0.127344677,0.096666667,0.366651515,0.061666667,0.242521477,0.266666667,2.359689245,0.123333333,1.542837213,6,0.153846154,-4,-0.081632653,-4,-0.121212121,-9,-0.1875,1,0.166666667,4,0.117647059,0,0,-3,-0.076923077,1,0.024390244,-1,-0.025,-1,-0.024390244,-5,-0.108695652,-2,-0.039215686,13,0.342105263,-1,-0.025641026,6,0.222222222,-4,-0.129032258,2,0.068965517,4,0.090909091,5,0.128205128,-16,-0.290909091,-1,-0.142857143,2,0.4,-1,-0.166666667,2,0.0625,4,0.142857143,-4,-0.125,5,0.106382979,0,0,6,0.146341463,4,0.114285714,4,0.129032258,-1,-0.03125,-14,-0.254545455,15,0.375,8,0.25,-0.15,0.37,-0.32,-1.96,-0.16
2026/02/01,surabaya,2,0.866025404,0.5,2.54,0.19,0.88,62,51,39,41,9,37,48,34,38,16741.54,4.75,11800,-0.2,1,0,1,0,1,0,0,0,0,-0.16,0.8,0.21,-0.15,0.64,0.17,0.37,0.2,0.17,-0.32,0.37,0.24,-1.96,2.74,0.02,45,39,40,45,49,51,29,33,27,39,48,44,7,6,7,38,34,32,52,52,47,36,39,35,42,41,55,16743.9605,16615.74143,16619.535,4.75,4.75,4.75,12350,12750,12200,-0.4,-0.5,-0.6,0.543333333,0.616468437,0.393333333,0.427301611,0.39,0.46808119,0.305,0.312329954,0.33,0.115325626,0.288333333,0.116518954,0.006666667,0.346458271,0.07,0.237486842,1.093333333,2.646985707,0.641666667,1.755020418,17,0.377777778,6,0.133333333,10,0.344827586,2,0.051282051,2,0.285714286,-1,-0.026315789,-4,-0.076923077,-2,-0.055555556,-4,-0.095238095,6,0.153846154,-1,-0.025,-1,-0.024390244,-4,-0.081632653,-2,-0.039215686,13,0.342105263,-4,-0.121212121,6,0.222222222,-4,-0.129032258,-9,-0.1875,4,0.090909091,5,0.128205128,1,0.166666667,-1,-0.142857143,2,0.4,4,0.117647059,2,0.0625,4,0.142857143,0,0,5,0.106382979,0,0,-3,-0.076923077,4,0.114285714,4,0.129032258,1,0.024390244,-14,-0.254545455,15,0.375,0.68,0.42,-0.03,2.5,0.99
2026/03/01,surabaya,3,1,6.12E-17,1.46,0.03,-1.02,82,43,33,53,9,31,66,45,76,16826.97118,4.75,12300,,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.99,-0.16,0.8,0.68,-0.15,0.64,0.42,0.37,0.2,-0.03,-0.32,0.37,2.5,-1.96,2.74,62,45,39,51,45,49,39,29,33,41,39,48,9,7,6,37,38,34,48,52,52,34,36,39,38,42,41,16741.54,16743.9605,16615.74143,4.75,4.75,4.75,11800,12350,12750,-0.2,-0.4,-0.5,0.32,0.598080262,0.386666667,0.431771545,0.313333333,0.423359579,0.338333333,0.310832216,0.366666667,0.055075705,0.31,0.10373042,0.41,1.023572176,0.323333333,0.659838364,0.223333333,2.231464392,0.576666667,1.767604782,20,0.322580645,-8,-0.156862745,-6,-0.153846154,12,0.292682927,0,0,-6,-0.162162162,18,0.375,11,0.323529412,38,1,17,0.377777778,6,0.153846154,-1,-0.025,6,0.133333333,-4,-0.081632653,-2,-0.039215686,10,0.344827586,-4,-0.121212121,6,0.222222222,2,0.051282051,-9,-0.1875,4,0.090909091,2,0.285714286,1,0.166666667,-1,-0.142857143,-1,-0.026315789,4,0.117647059,2,0.0625,-4,-0.076923077,0,0,5,0.106382979,-2,-0.055555556,-3,-0.076923077,4,0.114285714,-4,-0.095238095,1,0.024390244,-14,-0.254545455,0.41,0.31,1.58,0.13,0.13
2020/01/01,jakarta,1,0.5,0.866025404,,,,34,32,48,32,8,45,100,69,29,13663.56727,5,9200,0.6,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.19,-0.28,1.93,
2020/02/01,jakarta,2,0.866025404,0.5,1.18,0.09,-0.38,43,35,66,59,9,59,96,100,23,13707.272,4.75,9000,0.6,0,0,0,0,1,1,0,0,0,,,,0.39,,,0.19,,,-0.28,,,1.93,,,34,,,32,,,48,,,32,,,8,,,45,,,100,,,69,,,29,,,13663.56727,,,5,,,9200,,,0.6,,,,,,,,,,,,,,,,,,,,,,,9,0.264705882,3,0.09375,18,0.375,27,0.84375,1,0.125,14,0.311111111,-4,-0.04,31,0.449275362,-6,-0.206896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.14,-0.11,1.27,0.32
2020/03/01,jakarta,3,1,6.12E-17,0.94,0,0,54,24,53,45,10,72,88,59,19,15118.60095,4.5,9000,0.5,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.32,,,0.28,0.39,,0.14,0.19,,-0.11,-0.28,,1.27,1.93,,43,34,,35,32,,66,48,,59,32,,9,8,,59,45,,96,100,,100,69,,23,29,,13707.272,13663.56727,,4.75,5,,9000,9200,,0.6,0.6,,,,,,0.256666667,0.146401275,,,0.206666667,0.076376262,,,-0.193333333,0.085049005,,,0.94,1.189831921,,,11,0.255813953,-11,-0.314285714,-13,-0.196969697,-14,-0.237288136,1,0.111111111,13,0.220338983,-8,-0.083333333,-41,-0.41,-4,-0.173913043,9,0.264705882,,,,,3,0.09375,,,,,18,0.375,,,,,27,0.84375,,,,,1,0.125,,,,,14,0.311111111,,,,,-4,-0.04,,,,,31,0.449275362,,,,,-6,-0.206896552,,,,,0.1,0.29,-0.19,-0.38,0.01
2020/04/01,jakarta,4,0.866025404,-0.5,0.95,0.02,0,92,37,87,100,19,100,43,24,19,15788.09476,4.5,9000,0.3,1,0,1,0,0,0,0,0,0,0.01,0.32,,0.1,0.28,0.39,0.29,0.14,0.19,-0.19,-0.11,-0.28,-0.38,1.27,1.93,54,43,34,24,35,32,53,66,48,45,59,32,10,9,8,72,59,45,88,96,100,59,100,69,19,23,29,15118.60095,13707.272,13663.56727,4.5,4.75,5,9000,9000,9200,0.5,0.6,0.6,0.056666667,0.243378991,,,0.153333333,0.110151411,,,0.2,0.079372539,,,-0.146666667,0.040414519,,,0.266666667,0.880927541,,,38,0.703703704,13,0.541666667,34,0.641509434,55,1.222222222,9,0.9,28,0.388888889,-45,-0.511363636,-35,-0.593220339,0,0,11,0.255813953,9,0.264705882,,,-11,-0.314285714,3,0.09375,,,-13,-0.196969697,18,0.375,,,-14,-0.237288136,27,0.84375,,,1,0.111111111,1,0.125,,,13,0.220338983,14,0.311111111,,,-8,-0.083333333,-4,-0.04,,,-41,-0.41,31,0.449275362,,,-4,-0.173913043,-6,-0.206896552,,,0.08,0.17,-0.14,-0.09,-0.16
2020/05/01,jakarta,5,0.5,-0.866025404,-0.74,0.02,0.59,84,35,100,75,18,93,42,18,21,14831.66,4.5,9000,0,1,1,0,0,0,0,0,0,0,-0.16,0.01,0.32,0.08,0.1,0.28,0.17,0.29,0.14,-0.14,-0.19,-0.11,-0.09,-0.38,1.27,92,54,43,37,24,35,87,53,66,100,45,59,19,10,9,100,72,59,43,88,96,24,59,100,19,19,23,15788.09476,15118.60095,13707.272,4.5,4.5,4.75,9000,9000,9000,0.3,0.5,0.6,0.02,0.185202592,,,0.083333333,0.015275252,,,0.173333333,0.115036226,,,0.113333333,0.482735262,,,-0.323333333,0.210792157,,,-8,-0.086956522,-2,-0.054054054,13,0.149425287,-25,-0.25,-1,-0.052631579,-7,-0.07,-1,-0.023255814,-6,-0.25,2,0.105263158,38,0.703703704,11,0.255813953,9,0.264705882,13,0.541666667,-11,-0.314285714,3,0.09375,34,0.641509434,-13,-0.196969697,18,0.375,55,1.222222222,-14,-0.237288136,27,0.84375,9,0.9,1,0.111111111,1,0.125,28,0.388888889,13,0.220338983,14,0.311111111,-45,-0.511363636,-8,-0.083333333,-4,-0.04,-35,-0.593220339,-41,-0.41,31,0.449275362,0,0,-4,-0.173913043,-6,-0.206896552,0.07,0.06,0.67,-0.5,0.21
2020/06/01,jakarta,6,1.22E-16,-1,0.52,0.02,-0.3,69,41,83,60,12,93,41,23,27,14124.97524,4.25,9000,-0.2,0,0,0,1,0,0,0,0,0,0.21,-0.16,0.01,0.07,0.08,0.1,0.06,0.17,0.29,0.67,-0.14,-0.19,-0.5,-0.09,-0.38,84,92,54,35,37,24,100,87,53,75,100,45,18,19,10,93,100,72,42,43,88,18,24,59,21,19,19,14831.66,15788.09476,15118.60095,4.5,4.5,4.5,9000,9000,9000,0,0.3,0.5,0.11,0.236431808,,,0.11,0.060827625,0.183333333,0.128478273,0.083333333,0.077674535,0.145,0.096488341,0.25,0.405832478,0.028333333,0.357402667,0.06,0.648151217,0.5,0.983178519,-15,-0.178571429,6,0.171428571,-17,-0.17,-15,-0.2,-6,-0.333333333,0,0,-1,-0.023809524,5,0.277777778,6,0.285714286,-8,-0.086956522,38,0.703703704,11,0.255813953,-2,-0.054054054,13,0.541666667,-11,-0.314285714,13,0.149425287,34,0.641509434,-13,-0.196969697,-25,-0.25,55,1.222222222,-14,-0.237288136,-1,-0.052631579,9,0.9,1,0.111111111,-7,-0.07,28,0.388888889,13,0.220338983,-1,-0.023255814,-45,-0.511363636,-8,-0.083333333,-6,-0.25,-35,-0.593220339,-41,-0.41,2,0.105263158,0,0,-4,-0.173913043,0.18,0.02,0.22,0.77,0.28
2020/07/01,jakarta,7,-0.5,-0.866025404,-0.73,-0.01,0.07,35,22,56,40,9,69,43,20,19,14509.49909,4,9000,-0.4,0,0,0,1,0,0,0,0,0,0.28,0.21,-0.16,0.18,0.07,0.08,0.02,0.06,0.17,0.22,0.67,-0.14,0.77,-0.5,-0.09,69,84,92,41,35,37,83,100,87,60,75,100,12,18,19,93,93,100,41,42,43,23,18,24,27,21,19,14124.97524,14831.66,15788.09476,4.25,4.5,4.5,9000,9000,9000,-0.2,0,0.3,0.026666667,0.379780638,0.041666667,0.285756306,0.05,0.14106736,0.101666667,0.12655697,0.08,0.072111026,0.14,0.094445752,0.273333333,0.372871738,0.063333333,0.330434058,-0.306666667,0.994199846,-0.02,0.896883493,-34,-0.492753623,-19,-0.463414634,-27,-0.325301205,-20,-0.333333333,-3,-0.25,-24,-0.258064516,2,0.048780488,-3,-0.130434783,-8,-0.296296296,-15,-0.178571429,-8,-0.086956522,38,0.703703704,6,0.171428571,-2,-0.054054054,13,0.541666667,-17,-0.17,13,0.149425287,34,0.641509434,-15,-0.2,-25,-0.25,55,1.222222222,-6,-0.333333333,-1,-0.052631579,9,0.9,0,0,-7,-0.07,28,0.388888889,-1,-0.023809524,-1,-0.023255814,-45,-0.511363636,5,0.277777778,-6,-0.25,-35,-0.593220339,6,0.285714286,2,0.105263158,0,0,-0.1,0.16,-0.07,-1.19,-0.41
2020/08/01,jakarta,8,-0.866025404,-0.5,-0.59,0,-0.79,33,26,53,31,9,48,49,22,21,14650.88,4,9000,-0.5,0,0,0,1,0,0,1,0,0,-0.41,0.28,0.21,-0.1,0.18,0.07,0.16,0.02,0.06,-0.07,0.22,0.67,-1.19,0.77,-0.5,35,69,84,22,41,35,56,83,100,40,60,75,9,12,18,69,93,93,43,41,42,20,23,18,19,27,21,14509.49909,14124.97524,14831.66,4,4.25,4.5,9000,9000,9000,-0.4,-0.2,0,-0.02,0.353694784,9.25E-18,0.253456111,0.01,0.149331845,0.046666667,0.103085725,0.156666667,0.135030861,0.165,0.112561095,0.043333333,0.155026879,0.078333333,0.322949945,-0.62,1.210247908,-0.471666667,0.793761089,-2,-0.057142857,4,0.181818182,-3,-0.053571429,-9,-0.225,0,0,-21,-0.304347826,6,0.139534884,2,0.1,2,0.105263158,-34,-0.492753623,-15,-0.178571429,-8,-0.086956522,-19,-0.463414634,6,0.171428571,-2,-0.054054054,-27,-0.325301205,-17,-0.17,13,0.149425287,-20,-0.333333333,-15,-0.2,-25,-0.25,-3,-0.25,-6,-0.333333333,-1,-0.052631579,-24,-0.258064516,0,0,-7,-0.07,2,0.048780488,-1,-0.023809524,-1,-0.023255814,-3,-0.130434783,5,0.277777778,-6,-0.25,-8,-0.296296296,6,0.285714286,2,0.105263158,-0.05,0.29,-0.02,-1.44,0.07
2020/09/01,jakarta,9,-1,-1.84E-16,-0.41,0,-0.59,37,21,53,51,10,41,38,15,16,14773.71682,4,9000,-0.8,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.07,-0.41,0.28,-0.05,-0.1,0.18,0.29,0.16,0.02,-0.02,-0.07,0.22,-1.44,-1.19,0.77,33,35,69,26,22,41,53,56,83,31,40,60,9,9,12,48,69,93,49,43,41,22,20,23,21,19,27,14650.88,14509.49909,14124.97524,4,4,4.25,9000,9000,9000,-0.5,-0.4,-0.2,-0.173333333,0.240069434,-0.031666667,0.263622204,-0.066666667,0.028867513,0.021666667,0.105719755,0.193333333,0.085049005,0.138333333,0.094533945,-0.093333333,0.087368949,0.078333333,0.322949945,-1.076666667,0.431315816,-0.508333333,0.793761089,4,0.121212121,-5,-0.192307692,0,0,20,0.64516129,1,0.111111111,-7,-0.145833333,-11,-0.224489796,-7,-0.318181818,-5,-0.238095238,-2,-0.057142857,-34,-0.492753623,-15,-0.178571429,4,0.181818182,-19,-0.463414634,6,0.171428571,-3,-0.053571429,-27,-0.325301205,-17,-0.17,-9,-0.225,-20,-0.333333333,-15,-0.2,0,0,-3,-0.25,-6,-0.333333333,-21,-0.304347826,-24,-0.258064516,0,0,6,0.139534884,2,0.048780488,-1,-0.023809524,2,0.1,-3,-0.130434783,5,0.277777778,2,0.105263158,-8,-0.296296296,6,0.285714286,-0.05,0.13,-0.19,-0.6,-0.18
2020/10/01,jakarta,10,-0.866025404,0.5,-0.12,-0.04,0.1,34,25,66,59,10,41,52,23,17,14675.39227,4,9000,-1.1,0,0,0,0,0,0,1,0,0,-0.18,0.07,-0.41,-0.05,-0.05,-0.1,0.13,0.29,0.16,-0.19,-0.02,-0.07,-0.6,-1.44,-1.19,37,33,35,21,26,22,53,53,56,51,31,40,10,9,9,41,48,69,38,49,43,15,22,20,16,21,19,14773.71682,14650.88,14509.49909,4,4,4,9000,9000,9000,-0.8,-0.5,-0.4,-0.043333333,0.126622799,-0.008333333,0.256079415,-0.01,0.069282032,0.02,0.104690019,0.153333333,0.126622799,0.116666667,0.100531919,-0.12,0.088881944,0.076666667,0.32432494,-0.546666667,0.921158691,-0.426666667,0.867217773,-3,-0.081081081,4,0.19047619,13,0.245283019,8,0.156862745,0,0,0,0,14,0.368421053,8,0.533333333,1,0.0625,4,0.121212121,-2,-0.057142857,-34,-0.492753623,-5,-0.192307692,4,0.181818182,-19,-0.463414634,0,0,-3,-0.053571429,-27,-0.325301205,20,0.64516129,-9,-0.225,-20,-0.333333333,1,0.111111111,0,0,-3,-0.25,-7,-0.145833333,-21,-0.304347826,-24,-0.258064516,-11,-0.224489796,6,0.139534884,2,0.048780488,-7,-0.318181818,2,0.1,-3,-0.130434783,-5,-0.238095238,2,0.105263158,-8,-0.296296296,0.07,0.04,-0.15,0.4,-0.02
