date,kota,month,month_sin,month_cos,ihk_kel_01_mtm,ihk_kel_03_mtm,ihk_kel_06_mtm,gt_harga_beras,gt_harga_cabai,gt_harga_telur,gt_harga_daging_ayam,gt_harga_minyak_goreng,gt_harga_bawang,gt_tiket_pesawat,gt_tiket_kereta,gt_harga_bensin,kurs_usd_idr,bi_rate_percent,harga_bbm_pertamax,oceanic_nino_index,is_ramadan,is_lebaran,pre_lebaran_1m,is_dry_season,is_rainy_season,is_el_nino,is_la_nina,bbm_price_hike_event,bi_rate_hike_event,ihk_umum_mtm_lag1,ihk_umum_mtm_lag2,ihk_umum_mtm_lag3,inflasi_general_mtm_lag1,inflasi_general_mtm_lag2,inflasi_general_mtm_lag3,inflasi_core_mtm_lag1,inflasi_core_mtm_lag2,inflasi_core_mtm_lag3,inflasi_administered_price_mtm_lag1,inflasi_administered_price_mtm_lag2,inflasi_administered_price_mtm_lag3,inflasi_volatile_good_mtm_lag1,inflasi_volatile_good_mtm_lag2,inflasi_volatile_good_mtm_lag3,gt_harga_beras_lag1,gt_harga_beras_lag2,gt_harga_beras_lag3,gt_harga_cabai_lag1,gt_harga_cabai_lag2,gt_harga_cabai_lag3,gt_harga_telur_lag1,gt_harga_telur_lag2,gt_harga_telur_lag3,gt_harga_daging_ayam_lag1,gt_harga_daging_ayam_lag2,gt_harga_daging_ayam_lag3,gt_harga_minyak_goreng_lag1,gt_harga_minyak_goreng_lag2,gt_harga_minyak_goreng_lag3,gt_harga_bawang_lag1,gt_harga_bawang_lag2,gt_harga_bawang_lag3,gt_tiket_pesawat_lag1,gt_tiket_pesawat_lag2,gt_tiket_pesawat_lag3,gt_tiket_kereta_lag1,gt_tiket_kereta_lag2,gt_tiket_kereta_lag3,gt_harga_bensin_lag1,gt_harga_bensin_lag2,gt_harga_bensin_lag3,kurs_usd_idr_lag1,kurs_usd_idr_lag2,kurs_usd_idr_lag3,bi_rate_percent_lag1,bi_rate_percent_lag2,bi_rate_percent_lag3,harga_bbm_pertamax_lag1,harga_bbm_pertamax_lag2,harga_bbm_pertamax_lag3,oceanic_nino_index_lag1,oceanic_nino_index_lag2,oceanic_nino_index_lag3,ihk_umum_mtm_roll_mean_3,ihk_umum_mtm_roll_std_3,ihk_umum_mtm_roll_mean_6,ihk_umum_mtm_roll_std_6,inflasi_general_mtm_roll_mean_3,inflasi_general_mtm_roll_std_3,inflasi_general_mtm_roll_mean_6,inflasi_general_mtm_roll_std_6,inflasi_core_mtm_roll_mean_3,inflasi_core_mtm_roll_std_3,inflasi_core_mtm_roll_mean_6,inflasi_core_mtm_roll_std_6,inflasi_administered_price_mtm_roll_mean_3,inflasi_administered_price_mtm_roll_std_3,inflasi_administered_price_mtm_roll_mean_6,inflasi_administered_price_mtm_roll_std_6,inflasi_volatile_good_mtm_roll_mean_3,inflasi_volatile_good_mtm_roll_std_3,inflasi_volatile_good_mtm_roll_mean_6,inflasi_volatile_good_mtm_roll_std_6,gt_harga_beras_diff1,gt_harga_beras_pct_change,gt_harga_cabai_diff1,gt_harga_cabai_pct_change,gt_harga_telur_diff1,gt_harga_telur_pct_change,gt_harga_daging_ayam_diff1,gt_harga_daging_ayam_pct_change,gt_harga_minyak_goreng_diff1,gt_harga_minyak_goreng_pct_change,gt_harga_bawang_diff1,gt_harga_bawang_pct_change,gt_tiket_pesawat_diff1,gt_tiket_pesawat_pct_change,gt_tiket_kereta_diff1,gt_tiket_kereta_pct_change,gt_harga_bensin_diff1,gt_harga_bensin_pct_change,gt_harga_beras_lag1_diff1,gt_harga_beras_lag1_pct_change,gt_harga_beras_lag2_diff1,gt_harga_beras_lag2_pct_change,gt_harga_beras_lag3_diff1,gt_harga_beras_lag3_pct_change,gt_harga_cabai_lag1_diff1,gt_harga_cabai_lag1_pct_change,gt_harga_cabai_lag2_diff1,gt_harga_cabai_lag2_pct_change,gt_harga_cabai_lag3_diff1,gt_harga_cabai_lag3_pct_change,gt_harga_telur_lag1_diff1,gt_harga_telur_lag1_pct_change,gt_harga_telur_lag2_diff1,gt_harga_telur_lag2_pct_change,gt_harga_telur_lag3_diff1,gt_harga_telur_lag3_pct_change,gt_harga_daging_ayam_lag1_diff1,gt_harga_daging_ayam_lag1_pct_change,gt_harga_daging_ayam_lag2_diff1,gt_harga_daging_ayam_lag2_pct_change,gt_harga_daging_ayam_lag3_diff1,gt_harga_daging_ayam_lag3_pct_change,gt_harga_minyak_goreng_lag1_diff1,gt_harga_minyak_goreng_lag1_pct_change,gt_harga_minyak_goreng_lag2_diff1,gt_harga_minyak_goreng_lag2_pct_change,gt_harga_minyak_goreng_lag3_diff1,gt_harga_minyak_goreng_lag3_pct_change,gt_harga_bawang_lag1_diff1,gt_harga_bawang_lag1_pct_change,gt_harga_bawang_lag2_diff1,gt_harga_bawang_lag2_pct_change,gt_harga_bawang_lag3_diff1,gt_harga_bawang_lag3_pct_change,gt_tiket_pesawat_lag1_diff1,gt_tiket_pesawat_lag1_pct_change,gt_tiket_pesawat_lag2_diff1,gt_tiket_pesawat_lag2_pct_change,gt_tiket_pesawat_lag3_diff1,gt_tiket_pesawat_lag3_pct_change,gt_tiket_kereta_lag1_diff1,gt_tiket_kereta_lag1_pct_change,gt_tiket_kereta_lag2_diff1,gt_tiket_kereta_lag2_pct_change,gt_tiket_kereta_lag3_diff1,gt_tiket_kereta_lag3_pct_change,gt_harga_bensin_lag1_diff1,gt_harga_bensin_lag1_pct_change,gt_harga_bensin_lag2_diff1,gt_harga_bensin_lag2_pct_change,gt_harga_bensin_lag3_diff1,gt_harga_bensin_lag3_pct_change,inflasi_general_mtm,inflasi_core_mtm,inflasi_administered_price_mtm,inflasi_volatile_good_mtm,ihk_umum_mtm
2020/01/01,surabaya,1,0.5,0.866025404,,,,35,43,54,45,9,53,100,100,55,13663.56727,5,9200,0.6,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.19,-0.28,1.93,
2020/02/01,surabaya,2,0.866025404,0.5,1.14,-0.01,0.08,55,44,66,58,13,69,91,94,47,13707.272,4.75,9000,0.6,0,0,0,0,1,1,0,0,0,,,,0.39,,,0.19,,,-0.28,,,1.93,,,35,,,43,,,54,,,45,,,9,,,53,,,100,,,100,,,55,,,13663.56727,,,5,,,9200,,,0.6,,,,,,,,,,,,,,,,,,,,,,,20,0.571428571,1,0.023255814,12,0.222222222,13,0.288888889,4,0.444444444,16,0.301886792,-9,-0.09,-6,-0.06,-8,-0.145454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.14,-0.11,1.27,0.32
2020/03/01,surabaya,3,1,6.12E-17,0.08,0,-0.68,49,42,54,44,12,52,93,54,44,15118.60095,4.5,9000,0.5,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.32,,,0.28,0.39,,0.14,0.19,,-0.11,-0.28,,1.27,1.93,,55,35,,44,43,,66,54,,58,45,,13,9,,69,53,,91,100,,94,100,,47,55,,13707.272,13663.56727,,4.75,5,,9000,9200,,0.6,0.6,,,,,,0.256666667,0.146401275,,,0.206666667,0.076376262,,,-0.193333333,0.085049005,,,0.94,1.189831921,,,-6,-0.109090909,-2,-0.045454545,-12,-0.181818182,-14,-0.24137931,-1,-0.076923077,-17,-0.246376812,2,0.021978022,-40,-0.425531915,-3,-0.063829787,20,0.571428571,,,,,1,0.023255814,,,,,12,0.222222222,,,,,13,0.288888889,,,,,4,0.444444444,,,,,16,0.301886792,,,,,-9,-0.09,,,,,-6,-0.06,,,,,-8,-0.145454545,,,,,0.1,0.29,-0.19,-0.38,0.01
2020/04/01,surabaya,4,0.866025404,-0.5,-0.47,-0.01,-1.19,73,47,76,92,19,65,45,21,39,15788.09476,4.5,9000,0.3,1,0,1,0,0,0,0,0,0,0.01,0.32,,0.1,0.28,0.39,0.29,0.14,0.19,-0.19,-0.11,-0.28,-0.38,1.27,1.93,49,55,35,42,44,43,54,66,54,44,58,45,12,13,9,52,69,53,93,91,100,54,94,100,44,47,55,15118.60095,13707.272,13663.56727,4.5,4.75,5,9000,9000,9200,0.5,0.6,0.6,0.056666667,0.243378991,,,0.153333333,0.110151411,,,0.2,0.079372539,,,-0.146666667,0.040414519,,,0.266666667,0.880927541,,,24,0.489795918,5,0.119047619,22,0.407407407,48,1.090909091,7,0.583333333,13,0.25,-48,-0.516129032,-33,-0.611111111,-5,-0.113636364,-6,-0.109090909,20,0.571428571,,,-2,-0.045454545,1,0.023255814,,,-12,-0.181818182,12,0.222222222,,,-14,-0.24137931,13,0.288888889,,,-1,-0.076923077,4,0.444444444,,,-17,-0.246376812,16,0.301886792,,,2,0.021978022,-9,-0.09,,,-40,-0.425531915,-6,-0.06,,,-3,-0.063829787,-8,-0.145454545,,,0.08,0.17,-0.14,-0.09,-0.16
2020/05/01,surabaya,5,0.5,-0.866025404,-0.12,0.01,1.72,72,47,99,63,21,83,42,19,47,14831.66,4.5,9000,0,1,1,0,0,0,0,0,0,0,-0.16,0.01,0.32,0.08,0.1,0.28,0.17,0.29,0.14,-0.14,-0.19,-0.11,-0.09,-0.38,1.27,73,49,55,47,42,44,76,54,66,92,44,58,19,12,13,65,52,69,45,93,91,21,54,94,39,44,47,15788.09476,15118.60095,13707.272,4.5,4.5,4.75,9000,9000,9000,0.3,0.5,0.6,0.02,0.185202592,,,0.083333333,0.015275252,,,0.173333333,0.115036226,,,0.113333333,0.482735262,,,-0.323333333,0.210792157,,,-1,-0.01369863,0,0,23,0.302631579,-29,-0.315217391,2,0.105263158,18,0.276923077,-3,-0.066666667,-2,-0.095238095,8,0.205128205,24,0.489795918,-6,-0.109090909,20,0.571428571,5,0.119047619,-2,-0.045454545,1,0.023255814,22,0.407407407,-12,-0.181818182,12,0.222222222,48,1.090909091,-14,-0.24137931,13,0.288888889,7,0.583333333,-1,-0.076923077,4,0.444444444,13,0.25,-17,-0.246376812,16,0.301886792,-48,-0.516129032,2,0.021978022,-9,-0.09,-33,-0.611111111,-40,-0.425531915,-6,-0.06,-5,-0.113636364,-3,-0.063829787,-8,-0.145454545,0.07,0.06,0.67,-0.5,0.21
2020/06/01,surabaya,6,1.22E-16,-1,0.01,-0.01,2.29,64,40,76,52,11,100,55,32,59,14124.97524,4.25,9000,-0.2,0,0,0,1,0,0,0,0,0,0.21,-0.16,0.01,0.07,0.08,0.1,0.06,0.17,0.29,0.67,-0.14,-0.19,-0.5,-0.09,-0.38,72,73,49,47,47,42,99,76,54,63,92,44,21,19,12,83,65,52,42,45,93,19,21,54,47,39,44,14831.66,15788.09476,15118.60095,4.5,4.5,4.5,9000,9000,9000,0,0.3,0.5,0.11,0.236431808,,,0.11,0.060827625,0.183333333,0.128478273,0.083333333,0.077674535,0.145,0.096488341,0.25,0.405832478,0.028333333,0.357402667,0.06,0.648151217,0.5,0.983178519,-8,-0.111111111,-7,-0.14893617,-23,-0.232323232,-11,-0.174603175,-10,-0.476190476,17,0.204819277,13,0.30952381,13,0.684210526,12,0.255319149,-1,-0.01369863,24,0.489795918,-6,-0.109090909,0,0,5,0.119047619,-2,-0.045454545,23,0.302631579,22,0.407407407,-12,-0.181818182,-29,-0.315217391,48,1.090909091,-14,-0.24137931,2,0.105263158,7,0.583333333,-1,-0.076923077,18,0.276923077,13,0.25,-17,-0.246376812,-3,-0.066666667,-48,-0.516129032,2,0.021978022,-2,-0.095238095,-33,-0.611111111,-40,-0.425531915,8,0.205128205,-5,-0.113636364,-3,-0.063829787,0.18,0.02,0.22,0.77,0.28
2020/07/01,surabaya,7,-0.5,-0.866025404,-1.55,0,-1.38,34,32,59,54,9,69,48,26,35,14509.49909,4,9000,-0.4,0,0,0,1,0,0,0,0,0,0.28,0.21,-0.16,0.18,0.07,0.08,0.02,0.06,0.17,0.22,0.67,-0.14,0.77,-0.5,-0.09,64,72,73,40,47,47,76,99,76,52,63,92,11,21,19,100,83,65,55,42,45,32,19,21,59,47,39,14124.97524,14831.66,15788.09476,4.25,4.5,4.5,9000,9000,9000,-0.2,0,0.3,0.026666667,0.379780638,0.041666667,0.285756306,0.05,0.14106736,0.101666667,0.12655697,0.08,0.072111026,0.14,0.094445752,0.273333333,0.372871738,0.063333333,0.330434058,-0.306666667,0.994199846,-0.02,0.896883493,-30,-0.46875,-8,-0.2,-17,-0.223684211,2,0.038461538,-2,-0.181818182,-31,-0.31,-7,-0.127272727,-6,-0.1875,-24,-0.406779661,-8,-0.111111111,-1,-0.01369863,24,0.489795918,-7,-0.14893617,0,0,5,0.119047619,-23,-0.232323232,23,0.302631579,22,0.407407407,-11,-0.174603175,-29,-0.315217391,48,1.090909091,-10,-0.476190476,2,0.105263158,7,0.583333333,17,0.204819277,18,0.276923077,13,0.25,13,0.30952381,-3,-0.066666667,-48,-0.516129032,13,0.684210526,-2,-0.095238095,-33,-0.611111111,12,0.255319149,8,0.205128205,-5,-0.113636364,-0.1,0.16,-0.07,-1.19,-0.41
2020/08/01,surabaya,8,-0.866025404,-0.5,-0.8,0.03,0.56,36,32,54,52,10,52,52,31,34,14650.88,4,9000,-0.5,0,0,0,1,0,0,1,0,0,-0.41,0.28,0.21,-0.1,0.18,0.07,0.16,0.02,0.06,-0.07,0.22,0.67,-1.19,0.77,-0.5,34,64,72,32,40,47,59,76,99,54,52,63,9,11,21,69,100,83,48,55,42,26,32,19,35,59,47,14509.49909,14124.97524,14831.66,4,4.25,4.5,9000,9000,9000,-0.4,-0.2,0,-0.02,0.353694784,9.25E-18,0.253456111,0.01,0.149331845,0.046666667,0.103085725,0.156666667,0.135030861,0.165,0.112561095,0.043333333,0.155026879,0.078333333,0.322949945,-0.62,1.210247908,-0.471666667,0.793761089,2,0.058823529,0,0,-5,-0.084745763,-2,-0.037037037,1,0.111111111,-17,-0.246376812,4,0.083333333,5,0.192307692,-1,-0.028571429,-30,-0.46875,-8,-0.111111111,-1,-0.01369863,-8,-0.2,-7,-0.14893617,0,0,-17,-0.223684211,-23,-0.232323232,23,0.302631579,2,0.038461538,-11,-0.174603175,-29,-0.315217391,-2,-0.181818182,-10,-0.476190476,2,0.105263158,-31,-0.31,17,0.204819277,18,0.276923077,-7,-0.127272727,13,0.30952381,-3,-0.066666667,-6,-0.1875,13,0.684210526,-2,-0.095238095,-24,-0.406779661,12,0.255319149,8,0.205128205,-0.05,0.29,-0.02,-1.44,0.07
2020/09/01,surabaya,9,-1,-1.84E-16,-0.48,0,-0.79,41,31,55,51,11,48,47,26,36,14773.71682,4,9000,-0.8,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.07,-0.41,0.28,-0.05,-0.1,0.18,0.29,0.16,0.02,-0.02,-0.07,0.22,-1.44,-1.19,0.77,36,34,64,32,32,40,54,59,76,52,54,52,10,9,11,52,69,100,52,48,55,31,26,32,34,35,59,14650.88,14509.49909,14124.97524,4,4,4.25,9000,9000,9000,-0.5,-0.4,-0.2,-0.173333333,0.240069434,-0.031666667,0.263622204,-0.066666667,0.028867513,0.021666667,0.105719755,0.193333333,0.085049005,0.138333333,0.094533945,-0.093333333,0.087368949,0.078333333,0.322949945,-1.076666667,0.431315816,-0.508333333,0.793761089,5,0.138888889,-1,-0.03125,1,0.018518519,-1,-0.019230769,1,0.1,-4,-0.076923077,-5,-0.096153846,-5,-0.161290323,2,0.058823529,2,0.058823529,-30,-0.46875,-8,-0.111111111,0,0,-8,-0.2,-7,-0.14893617,-5,-0.084745763,-17,-0.223684211,-23,-0.232323232,-2,-0.037037037,2,0.038461538,-11,-0.174603175,1,0.111111111,-2,-0.181818182,-10,-0.476190476,-17,-0.246376812,-31,-0.31,17,0.204819277,4,0.083333333,-7,-0.127272727,13,0.30952381,5,0.192307692,-6,-0.1875,13,0.684210526,-1,-0.028571429,-24,-0.406779661,12,0.255319149,-0.05,0.13,-0.19,-0.6,-0.18
2020/10/01,surabaya,10,-0.866025404,0.5,-0.21,-0.09,-0.34,38,41,63,55,10,50,58,32,37,14675.39227,4,9000,-1.1,0,0,0,0,0,0,1,0,0,-0.18,0.07,-0.41,-0.05,-0.05,-0.1,0.13,0.29,0.16,-0.19,-0.02,-0.07,-0.6,-1.44,-1.19,41,36,34,31,32,32,55,54,59,51,52,54,11,10,9,48,52,69,47,52,48,26,31,26,36,34,35,14773.71682,14650.88,14509.49909,4,4,4,9000,9000,9000,-0.8,-0.5,-0.4,-0.043333333,0.126622799,-0.008333333,0.256079415,-0.01,0.069282032,0.02,0.104690019,0.153333333,0.126622799,0.116666667,0.100531919,-0.12,0.088881944,0.076666667,0.32432494,-0.546666667,0.921158691,-0.426666667,0.867217773,-3,-0.073170732,10,0.322580645,8,0.145454545,4,0.078431373,-1,-0.090909091,2,0.041666667,11,0.234042553,6,0.230769231,1,0.027777778,5,0.138888889,2,0.058823529,-30,-0.46875,-1,-0.03125,0,0,-8,-0.2,1,0.018518519,-5,-0.084745763,-17,-0.223684211,-1,-0.019230769,-2,-0.037037037,2,0.038461538,1,0.1,1,0.111111111,-2,-0.181818182,-4,-0.076923077,-17,-0.246376812,-31,-0.31,-5,-0.096153846,4,0.083333333,-7,-0.127272727,-5,-0.161290323,5,0.192307692,-6,-0.1875,2,0.058823529,-1,-0.028571429,-24,-0.406779661,0.07,0.04,-0.15,0.4,-0.02
2020/11/01,surabaya,11,-0.5,0.866025404,1.1,-0.05,-0.36,37,31,62,60,11,47,65,42,39,14165.6281,3.75,9000,-1.2,0,0,0,0,1,0,1,0,0,-0.02,-0.18,0.07,0.07,-0.05,-0.05,0.04,0.13,0.29,-0.15,-0.19,-0.02,0.4,-0.6,-1.44,38,41,36,41,31,32,63,55,54,55,51,52,10,11,10,50,48,52,58,47,52,32,26,31,37,36,34,14675.39227,14773.71682,14650.88,4,4,4,9000,9000,9000,-1.1,-0.8,-0.5,9.25E-18,0.19078784,-0.01,0.254401258,0.1,0.167032931,0.055,0.15003333,0.076666667,0.047258156,0.116666667,0.100531919,-0.06,0.191572441,-0.008333333,0.165821189,0.37,0.955353338,-0.125,1.115791199,-1,-0.026315789,-10,-0.243902439,-1,-0.015873016,5,0.090909091,1,0.1,-3,-0.06,7,0.120689655,10,0.3125,2,0.054054054,-3,-0.073170732,5,0.138888889,2,0.058823529,10,0.322580645,-1,-0.03125,0,0,8,0.145454545,1,0.018518519,-5,-0.084745763,4,0.078431373,-1,-0.019230769,-2,-0.037037037,-1,-0.090909091,1,0.1,1,0.111111111,2,0.041666667,-4,-0.076923077,-17,-0.246376812,11,0.234042553,-5,-0.096153846,4,0.083333333,6,0.230769231,-5,-0.161290323,5,0.192307692,1,0.027777778,2,0.058823529,-1,-0.028571429,0.28,0.06,0.16,1.31,0.2
2020/12/01,surabaya,12,-2.45E-16,1,1.54,0,1.05,41,44,74,100,10,57,63,36,40,14102.22304,3.75,9000,-1.1,0,0,0,0,1,0,1,0,0,0.2,-0.02,-0.18,0.28,0.07,-0.05,0.06,0.04,0.13,0.16,-0.15,-0.19,1.31,0.4,-0.6,37,38,41,31,41,31,62,63,55,60,55,51,11,10,11,47,50,48,65,58,47,42,32,26,39,37,36,14165.6281,14675.39227,14773.71682,3.75,4,4,9000,9000,9000,-1.2,-1.1,-0.8,0.226666667,0.261023626,0.026666667,0.31353894,0.266666667,0.190350554,0.1,0.219453868,0.05,0.01,0.121666667,0.095376447,0.12,0.252388589,0.013333333,0.20539393,1.293333333,0.885117695,0.108333333,1.439741875,4,0.108108108,13,0.419354839,12,0.193548387,40,0.666666667,-1,-0.090909091,10,0.212765957,-2,-0.030769231,-6,-0.142857143,1,0.025641026,-1,-0.026315789,-3,-0.073170732,5,0.138888889,-10,-0.243902439,10,0.322580645,-1,-0.03125,-1,-0.015873016,8,0.145454545,1,0.018518519,5,0.090909091,4,0.078431373,-1,-0.019230769,1,0.1,-1,-0.090909091,1,0.1,-3,-0.06,2,0.041666667,-4,-0.076923077,7,0.120689655,11,0.234042553,-5,-0.096153846,10,0.3125,6,0.230769231,-5,-0.161290323,2,0.054054054,1,0.027777778,2,0.058823529,0.45,0.05,0.35,2.17,0.5
2021/01/01,surabaya,1,0.5,0.866025404,1.23,0.03,0.03,39,57,72,51,10,55,61,22,54,13991.593,3.75,9000,-0.9,0,0,0,0,1,0,1,0,0,0.5,0.2,-0.02,0.45,0.28,0.07,0.05,0.06,0.04,0.35,0.16,-0.15,2.17,1.31,0.4,41,37,38,44,31,41,74,62,63,100,60,55,10,11,10,57,47,50,63,65,58,36,42,32,40,39,37,14102.22304,14165.6281,14675.39227,3.75,3.75,4,9000,9000,9000,-1.1,-1.2,-1.1,0.356666667,0.150443788,0.156666667,0.251925915,0.33,0.104403065,0.16,0.20238577,0.083333333,0.049328829,0.118333333,0.094109865,0.106666667,0.27392213,-0.006666667,0.220423834,1.543333333,0.548573909,0.498333333,1.330494895,-2,-0.048780488,13,0.295454545,-2,-0.027027027,-49,-0.49,0,0,-2,-0.035087719,-2,-0.031746032,-14,-0.388888889,14,0.35,4,0.108108108,-1,-0.026315789,-3,-0.073170732,13,0.419354839,-10,-0.243902439,10,0.322580645,12,0.193548387,-1,-0.015873016,8,0.145454545,40,0.666666667,5,0.090909091,4,0.078431373,-1,-0.090909091,1,0.1,-1,-0.090909091,10,0.212765957,-3,-0.06,2,0.041666667,-2,-0.030769231,7,0.120689655,11,0.234042553,-6,-0.142857143,10,0.3125,6,0.230769231,1,0.025641026,2,0.054054054,1,0.027777778,0.26,0.14,-0.19,1.15,0.37
2021/02/01,surabaya,2,0.866025404,0.5,-0.04,0.03,1.22,73,61,77,55,13,61,48,27,49,13971.892,3.5,9000,-0.8,0,0,0,0,1,0,1,0,0,0.37,0.5,0.2,0.26,0.45,0.28,0.14,0.05,0.06,-0.19,0.35,0.16,1.15,2.17,1.31,39,41,37,57,44,31,72,74,62,51,100,60,10,10,11,55,57,47,61,63,65,22,36,42,54,40,39,13991.593,14102.22304,14165.6281,3.75,3.75,3.75,9000,9000,9000,-0.9,-1.1,-1.2,0.386666667,0.105987421,0.193333333,0.252797679,0.27,0.175214155,0.185,0.179192634,0.1,0.045825757,0.088333333,0.043550737,0.123333333,0.280237994,0.031666667,0.237016174,1.103333333,1.090748978,0.736666667,1.001152669,34,0.871794872,4,0.070175439,5,0.069444444,4,0.078431373,3,0.3,6,0.109090909,-13,-0.213114754,5,0.227272727,-5,-0.092592593,-2,-0.048780488,4,0.108108108,-1,-0.026315789,13,0.295454545,13,0.419354839,-10,-0.243902439,-2,-0.027027027,12,0.193548387,-1,-0.015873016,-49,-0.49,40,0.666666667,5,0.090909091,0,0,-1,-0.090909091,1,0.1,-2,-0.035087719,10,0.212765957,-3,-0.06,-2,-0.031746032,-2,-0.030769231,7,0.120689655,-14,-0.388888889,-6,-0.142857143,10,0.3125,14,0.35,1,0.025641026,2,0.054054054,0.1,0.11,0.21,-0.01,0.29
2021/03/01,surabaya,3,1,6.12E-17,0.72,0.01,-0.19,86,80,75,61,15,66,46,33,70,14345.30652,3.5,9000,-0.7,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.29,0.37,0.5,0.1,0.26,0.45,0.11,0.14,0.05,0.21,-0.19,0.35,-0.01,1.15,2.17,73,39,41,61,57,44,77,72,74,55,51,100,13,10,10,61,55,57,48,61,63,27,22,36,49,54,40,13971.892,13991.593,14102.22304,3.5,3.75,3.75,9000,9000,9000,-0.8,-0.9,-1.1,0.25,0.144222051,0.238333333,0.189041442,0.146666667,0.098657657,0.206666667,0.150687314,0.073333333,0.090737717,0.061666667,0.059132619,0.013333333,0.200083316,0.066666667,0.211911931,0.566666667,0.580028735,0.93,0.77869121,13,0.178082192,19,0.31147541,-2,-0.025974026,6,0.109090909,2,0.153846154,5,0.081967213,-2,-0.041666667,6,0.222222222,21,0.428571429,34,0.871794872,-2,-0.048780488,4,0.108108108,4,0.070175439,13,0.295454545,13,0.419354839,5,0.069444444,-2,-0.027027027,12,0.193548387,4,0.078431373,-49,-0.49,40,0.666666667,3,0.3,0,0,-1,-0.090909091,6,0.109090909,-2,-0.035087719,10,0.212765957,-13,-0.213114754,-2,-0.031746032,-2,-0.030769231,5,0.227272727,-14,-0.388888889,-6,-0.142857143,-5,-0.092592593,14,0.35,1,0.025641026,0.08,-0.03,0.02,0.56,0.09
2021/04/01,surabaya,4,0.866025404,-0.5,-0.09,0.02,0.13,53,58,83,63,18,62,49,34,40,14485.39318,3.5,9000,-0.5,1,0,1,0,0,0,1,0,0,0.09,0.29,0.37,0.08,0.1,0.26,-0.03,0.11,0.14,0.02,0.21,-0.19,0.56,-0.01,1.15,86,73,39,80,61,57,75,77,72,61,55,51,15,13,10,66,61,55,46,48,61,33,27,22,70,49,54,14345.30652,13971.892,13991.593,3.5,3.5,3.75,9000,9000,9000,-0.7,-0.8,-0.9,0.156666667,0.115470054,0.256666667,0.162439732,0.103333333,0.025166115,0.216666667,0.141515606,0.073333333,0.090737717,0.078333333,0.065548964,0.113333333,0.09504385,0.11,0.183412104,0.233333333,0.293995465,0.888333333,0.818398843,-33,-0.38372093,-22,-0.275,8,0.106666667,2,0.032786885,3,0.2,-4,-0.060606061,3,0.065217391,1,0.03030303,-30,-0.428571429,13,0.178082192,34,0.871794872,-2,-0.048780488,19,0.31147541,4,0.070175439,13,0.295454545,-2,-0.025974026,5,0.069444444,-2,-0.027027027,6,0.109090909,4,0.078431373,-49,-0.49,2,0.153846154,3,0.3,0,0,5,0.081967213,6,0.109090909,-2,-0.035087719,-2,-0.041666667,-13,-0.213114754,-2,-0.031746032,6,0.222222222,5,0.227272727,-14,-0.388888889,21,0.428571429,-5,-0.092592593,14,0.35,0.13,0.14,0.11,0.15,0.09
2021/05/01,surabaya,5,0.5,-0.866025404,0.04,0.22,0.32,49,39,70,68,13,47,59,45,43,14251.57667,3.5,9000,-0.4,1,1,0,0,0,0,0,0,0,0.09,0.09,0.29,0.13,0.08,0.1,0.14,-0.03,0.11,0.11,0.02,0.21,0.15,0.56,-0.01,53,86,73,58,80,61,83,75,77,63,61,55,18,15,13,62,66,61,49,46,48,34,33,27,40,70,49,14485.39318,14345.30652,13971.892,3.5,3.5,3.5,9000,9000,9000,-0.5,-0.7,-0.8,0.17,0.138564065,0.278333333,0.16203909,0.176666667,0.126622799,0.223333333,0.145968033,0.116666667,0.136503968,0.108333333,0.091524132,0.203333333,0.243789527,0.163333333,0.238970012,0.366666667,0.205993527,0.735,0.809734524,-4,-0.075471698,-19,-0.327586207,-13,-0.156626506,5,0.079365079,-5,-0.277777778,-15,-0.241935484,10,0.204081633,11,0.323529412,3,0.075,-33,-0.38372093,13,0.178082192,34,0.871794872,-22,-0.275,19,0.31147541,4,0.070175439,8,0.106666667,-2,-0.025974026,5,0.069444444,2,0.032786885,6,0.109090909,4,0.078431373,3,0.2,2,0.153846154,3,0.3,-4,-0.060606061,5,0.081967213,6,0.109090909,3,0.065217391,-2,-0.041666667,-13,-0.213114754,1,0.03030303,6,0.222222222,5,0.227272727,-30,-0.428571429,21,0.428571429,-5,-0.092592593,0.32,0.24,0.48,0.39,0.33
